Cuenca o Litoral;Grupo de especie;Formato;Especie;Nombre más común de la especie;Forma de presentación;Cantidad de subregistros;Confirmación
Amazonía;Peces;PezOseo;Acestrorhynchus microlepis;Agujeta;Entero fresco;41;
Amazonía;Peces;PezOseo;Aequidens diadema;Mojarra fina;Entero;1;
Amazonía;Peces;PezOseo;Ageneiosus inermis;Pavón chancleto;Entero enhielado;3;
Amazonía;Peces;PezOseo;Ageneiosus inermis;Pavón chancleto;Entero fresco;97;
Amazonía;Peces;PezOseo;Ageneiosus inermis;Pavón chancleto;Eviscerado;114;
Amazonía;Peces;PezOseo;Ageneiosus inermis;Pavón chancleto;Eviscerado congelado;150;
Amazonía;Peces;PezOseo;Ageneiosus inermis;Pavón chancleto;Eviscerado enhielado;86;
Amazonía;Peces;PezOseo;Ageneiosus inermis;Pavón chancleto;Eviscerado fresco;234;
Amazonía;Peces;PezOseo;Ageneiosus vittatus;Gata;Eviscerado enhielado;4;
Amazonía;Peces;PezOseo;Aguarunichthys inpai;Simi manchado;Entero;5;
Amazonía;Peces;PezOseo;Aguarunichthys inpai;Simi manchado;Entero fresco;5;
Amazonía;Peces;PezOseo;Aguarunichthys inpai;Simi manchado;Eviscerado;3;
Amazonía;Peces;PezOseo;Aguarunichthys inpai;Simi manchado;Eviscerado congelado;27;
Amazonía;Peces;PezOseo;Aguarunichthys inpai;Simi manchado;Eviscerado enhielado;50;
Amazonía;Peces;PezOseo;Aguarunichthys inpai;Simi manchado;Eviscerado fresco;111;
Amazonía;Peces;PezOseo;Aguarunichthys inpai;Simi manchado;Trozos;1;
Amazonía;Peces;PezOseo;Anodus elongatus;Sardina de punto;Entero fresco;1;
Amazonía;Peces;PezOseo;Anodus elongatus;Sardina de punto;Eviscerado fresco;1;
Amazonía;Peces;PezOseo;Apteronotus albifrons;Cuchillo caballo;Entero fresco;1;
Amazonía;Peces;PezOseo;Arapaima gigas;Pirarucú;Entero enhielado;1;
Amazonía;Peces;PezOseo;Arapaima gigas;Pirarucú;Entero fresco;21;
Amazonía;Peces;PezOseo;Arapaima gigas;Pirarucú;Eviscerado;50;
Amazonía;Peces;PezOseo;Arapaima gigas;Pirarucú;Eviscerado congelado;174;
Amazonía;Peces;PezOseo;Arapaima gigas;Pirarucú;Eviscerado enhielado;328;
Amazonía;Peces;PezOseo;Arapaima gigas;Pirarucú;Eviscerado fresco;50;
Amazonía;Peces;PezOseo;Arapaima gigas;Pirarucú;Salpreso;1;
Amazonía;Peces;PezOseo;Arapaima gigas;Pirarucú;Seco salado;101;
Amazonía;Peces;PezOseo;Argonectes longiceps;Blanquillo;Entero fresco;1;
Amazonía;Peces;PezOseo;Astronotus ocellatus;Oscar;Entero;1;
Amazonía;Peces;PezOseo;Astronotus ocellatus;Oscar;Entero enhielado;1;
Amazonía;Peces;PezOseo;Astronotus ocellatus;Oscar;Entero fresco;105;
Amazonía;Peces;PezOseo;Astronotus ocellatus;Oscar;Eviscerado;2;
Amazonía;Peces;PezOseo;Astronotus ocellatus;Oscar;Eviscerado congelado;7;
Amazonía;Peces;PezOseo;Astronotus ocellatus;Oscar;Eviscerado enhielado;109;
Amazonía;Peces;PezOseo;Astronotus ocellatus;Oscar;Eviscerado fresco;1;
Amazonía;Peces;PezOseo;Astyanax maximus;Sardina;Entero;1;
Amazonía;Peces;PezOseo;Boulengerella lucius;Agujo;Eviscerado;3;
Amazonía;Peces;PezOseo;Brachyplatystoma capapretum;Valentón;Descabezado;8;
Amazonía;Peces;PezOseo;Brachyplatystoma capapretum;Valentón;Entero fresco;20;
Amazonía;Peces;PezOseo;Brachyplatystoma capapretum;Valentón;Rodaja;17;
Amazonía;Peces;PezOseo;Brachyplatystoma filamentosum;Valentón;Descabezado congelado;1;
Amazonía;Peces;PezOseo;Brachyplatystoma filamentosum;Valentón;Entero;1;
Amazonía;Peces;PezOseo;Brachyplatystoma filamentosum;Valentón;Entero fresco;2;
Amazonía;Peces;PezOseo;Brachyplatystoma filamentosum;Valentón;Eviscerado;121;
Amazonía;Peces;PezOseo;Brachyplatystoma filamentosum;Valentón;Eviscerado con gónada;2;
Amazonía;Peces;PezOseo;Brachyplatystoma filamentosum;Valentón;Eviscerado congelado;126;
Amazonía;Peces;PezOseo;Brachyplatystoma filamentosum;Valentón;Eviscerado enhielado;117;
Amazonía;Peces;PezOseo;Brachyplatystoma filamentosum;Valentón;Eviscerado fresco;385;
Amazonía;Peces;PezOseo;Brachyplatystoma filamentosum;Valentón;Seco salado;2;
Amazonía;Peces;PezOseo;Brachyplatystoma juruense;Jugador listrado;Entero;24;
Amazonía;Peces;PezOseo;Brachyplatystoma juruense;Jugador listrado;Entero enhielado;1;
Amazonía;Peces;PezOseo;Brachyplatystoma juruense;Jugador listrado;Entero fresco;14;
Amazonía;Peces;PezOseo;Brachyplatystoma juruense;Jugador listrado;Eviscerado;13;
Amazonía;Peces;PezOseo;Brachyplatystoma juruense;Jugador listrado;Eviscerado congelado;86;
Amazonía;Peces;PezOseo;Brachyplatystoma juruense;Jugador listrado;Eviscerado enhielado;363;
Amazonía;Peces;PezOseo;Brachyplatystoma juruense;Jugador listrado;Eviscerado fresco;236;
Amazonía;Peces;PezOseo;Brachyplatystoma juruense;Jugador listrado;Rodaja;1;
Amazonía;Peces;PezOseo;Brachyplatystoma juruense;Jugador listrado;Seco salado;1;
Amazonía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Entero;3;
Amazonía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Entero congelado;1;
Amazonía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Entero enhielado;1;
Amazonía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Entero fresco;32;
Amazonía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Eviscerado;61;
Amazonía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Eviscerado congelado;378;
Amazonía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Eviscerado enhielado;838;
Amazonía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Eviscerado fresco;335;
Amazonía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Seco salado;7;
Amazonía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Cabeza;2;
Amazonía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Entero congelado;3;
Amazonía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Entero fresco;16;
Amazonía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Eviscerado;123;
Amazonía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Eviscerado con gónada;2;
Amazonía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Eviscerado congelado;338;
Amazonía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Eviscerado enhielado;259;
Amazonía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Eviscerado fresco;115;
Amazonía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Seco salado;2;
Amazonía;Peces;PezOseo;Brachyplatystoma tigrinum;Zebra bocón pintado;Descabezado congelado;1;
Amazonía;Peces;PezOseo;Brachyplatystoma tigrinum;Zebra bocón pintado;Entero;21;
Amazonía;Peces;PezOseo;Brachyplatystoma tigrinum;Zebra bocón pintado;Entero fresco;12;
Amazonía;Peces;PezOseo;Brachyplatystoma tigrinum;Zebra bocón pintado;Eviscerado;2;
Amazonía;Peces;PezOseo;Brachyplatystoma tigrinum;Zebra bocón pintado;Eviscerado congelado;49;
Amazonía;Peces;PezOseo;Brachyplatystoma tigrinum;Zebra bocón pintado;Eviscerado enhielado;50;
Amazonía;Peces;PezOseo;Brachyplatystoma tigrinum;Zebra bocón pintado;Eviscerado fresco;50;
Amazonía;Peces;PezOseo;Brachyplatystoma tigrinum;Zebra bocón pintado;Trozos;1;
Amazonía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Descabezado congelado;1;
Amazonía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Entero congelado;4;
Amazonía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Entero enhielado;1;
Amazonía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Entero fresco;73;
Amazonía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Eviscerado;34;
Amazonía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Eviscerado congelado;267;
Amazonía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Eviscerado enhielado;152;
Amazonía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Eviscerado fresco;11;
Amazonía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Seco salado;5;
Amazonía;Peces;PezOseo;Brycon amazonicus;Sábalo;Ahumado;4;
Amazonía;Peces;PezOseo;Brycon amazonicus;Sábalo;Entero;1;
Amazonía;Peces;PezOseo;Brycon amazonicus;Sábalo;Entero congelado;5;
Amazonía;Peces;PezOseo;Brycon amazonicus;Sábalo;Entero enhielado;14;
Amazonía;Peces;PezOseo;Brycon amazonicus;Sábalo;Entero fresco;75;
Amazonía;Peces;PezOseo;Brycon amazonicus;Sábalo;Eviscerado;77;
Amazonía;Peces;PezOseo;Brycon amazonicus;Sábalo;Eviscerado con gónada;1;
Amazonía;Peces;PezOseo;Brycon amazonicus;Sábalo;Eviscerado congelado;34;
Amazonía;Peces;PezOseo;Brycon amazonicus;Sábalo;Eviscerado enhielado;251;
Amazonía;Peces;PezOseo;Brycon amazonicus;Sábalo;Eviscerado fresco;14;
Amazonía;Peces;PezOseo;Brycon amazonicus;Sábalo;Salpreso;1;
Amazonía;Peces;PezOseo;Brycon amazonicus;Sábalo;Seco salado;14;
Amazonía;Peces;PezOseo;Brycon falcatus;Cana;Entero;16;
Amazonía;Peces;PezOseo;Brycon falcatus;Cana;Entero fresco;1;
Amazonía;Peces;PezOseo;Brycon falcatus;Cana;Eviscerado;10;
Amazonía;Peces;PezOseo;Brycon falcatus;Cana;Eviscerado fresco;45;
Amazonía;Peces;PezOseo;Brycon hilarii;Sábalo;Entero;151;
Amazonía;Peces;PezOseo;Brycon hilarii;Sábalo;Entero fresco;19;
Amazonía;Peces;PezOseo;Brycon hilarii;Sábalo;Eviscerado congelado;4;
Amazonía;Peces;PezOseo;Brycon hilarii;Sábalo;Eviscerado enhielado;8;
Amazonía;Peces;PezOseo;Brycon hilarii;Sábalo;Eviscerado fresco;122;
Amazonía;Peces;PezOseo;Brycon hilarii;Sábalo;Rodaja;1;
Amazonía;Peces;PezOseo;Brycon hilarii;Sábalo;Salpreso;1;
Amazonía;Peces;PezOseo;Brycon hilarii;Sábalo;Seco salado;1;
Amazonía;Peces;PezOseo;Brycon melanopterus;Sabaleta;Ahumado;2;
Amazonía;Peces;PezOseo;Brycon melanopterus;Sabaleta;Entero;10;
Amazonía;Peces;PezOseo;Brycon melanopterus;Sabaleta;Entero congelado;2;
Amazonía;Peces;PezOseo;Brycon melanopterus;Sabaleta;Entero enhielado;4;
Amazonía;Peces;PezOseo;Brycon melanopterus;Sabaleta;Entero fresco;34;
Amazonía;Peces;PezOseo;Brycon melanopterus;Sabaleta;Eviscerado;82;
Amazonía;Peces;PezOseo;Brycon melanopterus;Sabaleta;Eviscerado congelado;1;
Amazonía;Peces;PezOseo;Brycon melanopterus;Sabaleta;Eviscerado enhielado;99;
Amazonía;Peces;PezOseo;Brycon melanopterus;Sabaleta;Eviscerado fresco;256;
Amazonía;Peces;PezOseo;Brycon sp. 1;Singo;Eviscerado fresco;10;
Amazonía;Peces;PezOseo;Calophysus macropterus;Simi mota juvenil;Entero;26;
Amazonía;Peces;PezOseo;Calophysus macropterus;Simi mota juvenil;Entero fresco;21;
Amazonía;Peces;PezOseo;Calophysus macropterus;Simi mota juvenil;Eviscerado;30;
Amazonía;Peces;PezOseo;Calophysus macropterus;Simi mota juvenil;Eviscerado congelado;22;
Amazonía;Peces;PezOseo;Calophysus macropterus;Simi mota juvenil;Eviscerado enhielado;91;
Amazonía;Peces;PezOseo;Calophysus macropterus;Simi mota juvenil;Eviscerado fresco;394;
Amazonía;Peces;PezOseo;Calophysus macropterus;Simi mota juvenil;Salpreso;1;
Amazonía;Peces;PezOseo;Chaetobranchus semifasciatus;Mojarra;Entero fresco;18;
Amazonía;Peces;PezOseo;Chaetobranchus semifasciatus;Mojarra;Eviscerado congelado;1;
Amazonía;Peces;PezOseo;Chaetobranchus semifasciatus;Mojarra;Eviscerado enhielado;6;
Amazonía;Peces;PezOseo;Chaetobranchus semifasciatus;Mojarra;Eviscerado fresco;1;
Amazonía;Peces;PezOseo;Chalceus erythrurus;Ararí de punto;Entero fresco;58;
Amazonía;Peces;PezOseo;Cichla monoculus;Tucunaré;Ahumado;8;
Amazonía;Peces;PezOseo;Cichla monoculus;Tucunaré;Entero congelado;2;
Amazonía;Peces;PezOseo;Cichla monoculus;Tucunaré;Entero enhielado;1;
Amazonía;Peces;PezOseo;Cichla monoculus;Tucunaré;Entero fresco;109;
Amazonía;Peces;PezOseo;Cichla monoculus;Tucunaré;Eviscerado;15;
Amazonía;Peces;PezOseo;Cichla monoculus;Tucunaré;Eviscerado congelado;2;
Amazonía;Peces;PezOseo;Cichla monoculus;Tucunaré;Eviscerado enhielado;66;
Amazonía;Peces;PezOseo;Cichla monoculus;Tucunaré;Eviscerado fresco;4;
Amazonía;Peces;PezOseo;Cichla monoculus;Tucunaré;Rodaja;5;
Amazonía;Peces;PezOseo;Cichla orinocensis;Tucunaré;Entero fresco;3;
Amazonía;Peces;PezOseo;Cichla temensis;Tucunaré;Ahumado;1;
Amazonía;Peces;PezOseo;Cichla temensis;Tucunaré;Entero fresco;13;
Amazonía;Peces;PezOseo;Cichla temensis;Tucunaré;Rodaja;1;
Amazonía;Peces;PezOseo;Colossoma macropomum;Cachama negra;Entero congelado;5;
Amazonía;Peces;PezOseo;Colossoma macropomum;Cachama negra;Entero enhielado;18;
Amazonía;Peces;PezOseo;Colossoma macropomum;Cachama negra;Entero fresco;90;
Amazonía;Peces;PezOseo;Colossoma macropomum;Cachama negra;Eviscerado;81;
Amazonía;Peces;PezOseo;Colossoma macropomum;Cachama negra;Eviscerado congelado;48;
Amazonía;Peces;PezOseo;Colossoma macropomum;Cachama negra;Eviscerado enhielado;141;
Amazonía;Peces;PezOseo;Colossoma macropomum;Cachama negra;Eviscerado fresco;45;
Amazonía;Peces;PezOseo;Colossoma macropomum;Cachama negra;Seco salado;29;
Amazonía;Peces;PezOseo;Crenicichla lenticulata;Botello bocon;Entero fresco;160;
Amazonía;Peces;PezOseo;Crenicichla lenticulata;Botello bocon;Eviscerado congelado;10;
Amazonía;Peces;PezOseo;Crenicichla lenticulata;Botello bocon;Eviscerado enhielado;5;
Amazonía;Peces;PezOseo;Crenicichla lugubris;Botello;Eviscerado enhielado;1;
Amazonía;Peces;PezOseo;Curimata aspera;Curimba;Entero;3;
Amazonía;Peces;PezOseo;Cynodon gibbus;Payarin;Eviscerado fresco;1;
Amazonía;Peces;PezOseo;Cynopotamus amazonum;Cachana;Entero;6;
Amazonía;Peces;PezOseo;Cynopotamus amazonum;Cachana;Entero fresco;1;
Amazonía;Peces;PezOseo;Doras phlyzakion;Cuyucuyu;Entero fresco;70;
Amazonía;Peces;PezOseo;Geophagus abalios;Juan viejo;Entero fresco;83;
Amazonía;Peces;PezOseo;Hemisorubim platyrhynchos;Bagre dormilón;Entero;6;
Amazonía;Peces;PezOseo;Hemisorubim platyrhynchos;Bagre dormilón;Entero fresco;12;
Amazonía;Peces;PezOseo;Hemisorubim platyrhynchos;Bagre dormilón;Eviscerado;2;
Amazonía;Peces;PezOseo;Hemisorubim platyrhynchos;Bagre dormilón;Eviscerado congelado;5;
Amazonía;Peces;PezOseo;Hemisorubim platyrhynchos;Bagre dormilón;Eviscerado enhielado;42;
Amazonía;Peces;PezOseo;Hemisorubim platyrhynchos;Bagre dormilón;Eviscerado fresco;57;
Amazonía;Peces;PezOseo;Heros severus;Severum;Entero fresco;5;
Amazonía;Peces;PezOseo;Hoplarchus psittacus;Mojarra lora;Entero fresco;4;
Amazonía;Peces;PezOseo;Hoplerythrinus unitaeniatus;Pejedulce shuyo;Entero enhielado;1;
Amazonía;Peces;PezOseo;Hoplerythrinus unitaeniatus;Pejedulce shuyo;Entero fresco;75;
Amazonía;Peces;PezOseo;Hoplerythrinus unitaeniatus;Pejedulce shuyo;Eviscerado enhielado;16;
Amazonía;Peces;PezOseo;Hoplerythrinus unitaeniatus;Pejedulce shuyo;Eviscerado fresco;1;
Amazonía;Peces;PezOseo;Hoplias curupira;Guabina común;Entero fresco;1;
Amazonía;Peces;PezOseo;Hoplias malabaricus;Moncholo;Ahumado;3;
Amazonía;Peces;PezOseo;Hoplias malabaricus;Moncholo;Entero enhielado;2;
Amazonía;Peces;PezOseo;Hoplias malabaricus;Moncholo;Entero fresco;435;
Amazonía;Peces;PezOseo;Hoplias malabaricus;Moncholo;Eviscerado congelado;4;
Amazonía;Peces;PezOseo;Hoplias malabaricus;Moncholo;Eviscerado enhielado;138;
Amazonía;Peces;PezOseo;Hoplias malabaricus;Moncholo;Eviscerado fresco;11;
Amazonía;Peces;PezOseo;Hoplosternum littorale;Curito;Entero enhielado;1;
Amazonía;Peces;PezOseo;Hoplosternum littorale;Curito;Entero fresco;24;
Amazonía;Peces;PezOseo;Hoplosternum littorale;Curito;Eviscerado enhielado;8;
Amazonía;Peces;PezOseo;Hydrolycus armatus;Payara;Entero fresco;8;
Amazonía;Peces;PezOseo;Hydrolycus armatus;Payara;Eviscerado;7;
Amazonía;Peces;PezOseo;Hydrolycus armatus;Payara;Eviscerado congelado;1;
Amazonía;Peces;PezOseo;Hydrolycus armatus;Payara;Eviscerado enhielado;14;
Amazonía;Peces;PezOseo;Hydrolycus armatus;Payara;Eviscerado fresco;143;
Amazonía;Peces;PezOseo;Hydrolycus scomberoides;Perro payara;Entero fresco;49;
Amazonía;Peces;PezOseo;Hydrolycus scomberoides;Perro payara;Eviscerado congelado;1;
Amazonía;Peces;PezOseo;Hydrolycus scomberoides;Perro payara;Eviscerado enhielado;124;
Amazonía;Peces;PezOseo;Hydrolycus scomberoides;Perro payara;Eviscerado fresco;8;
Amazonía;Peces;PezOseo;Hydrolycus wallacei;Payala;Ahumado;1;
Amazonía;Peces;PezOseo;Hydrolycus wallacei;Payala;Descabezado;1;
Amazonía;Peces;PezOseo;Hydrolycus wallacei;Payala;Entero fresco;75;
Amazonía;Peces;PezOseo;Hypophthalmus edentatus;Mapará cabeza grande;Entero fresco;9;
Amazonía;Peces;PezOseo;Hypophthalmus edentatus;Mapará cabeza grande;Eviscerado;1;
Amazonía;Peces;PezOseo;Hypophthalmus edentatus;Mapará cabeza grande;Eviscerado congelado;18;
Amazonía;Peces;PezOseo;Hypophthalmus edentatus;Mapará cabeza grande;Eviscerado enhielado;3;
Amazonía;Peces;PezOseo;Hypophthalmus fimbriatus;Mapara;Eviscerado enhielado;2;
Amazonía;Peces;PezOseo;Hypophthalmus marginatus;Mapará;Entero fresco;36;
Amazonía;Peces;PezOseo;Hypophthalmus marginatus;Mapará;Eviscerado congelado;22;
Amazonía;Peces;PezOseo;Hypophthalmus marginatus;Mapará;Eviscerado enhielado;73;
Amazonía;Peces;PezOseo;Hypophthalmus marginatus;Mapará;Eviscerado fresco;1;
Amazonía;Peces;PezOseo;Hypostomus niceforoi;Hypostomo de piedra;Entero;2;
Amazonía;Peces;PezOseo;Hypostomus niceforoi;Hypostomo de piedra;Entero fresco;14;
Amazonía;Peces;PezOseo;Hypostomus niceforoi;Hypostomo de piedra;Eviscerado;1;
Amazonía;Peces;PezOseo;Hypostomus niceforoi;Hypostomo de piedra;Eviscerado congelado;1;
Amazonía;Peces;PezOseo;Hypostomus niceforoi;Hypostomo de piedra;Eviscerado enhielado;9;
Amazonía;Peces;PezOseo;Hypostomus niceforoi;Hypostomo de piedra;Eviscerado fresco;1;
Amazonía;Peces;PezOseo;Hypostomus oculeus;Domesalla;Eviscerado congelado;1;
Amazonía;Peces;PezOseo;Hypostomus oculeus;Domesalla;Eviscerado enhielado;1;
Amazonía;Peces;PezOseo;Hypostomus oculeus;Domesalla;Eviscerado fresco;162;
Amazonía;Peces;PezOseo;Hypostomus spp.;Hypostomo;Entero fresco;3;
Amazonía;Peces;PezOseo;Laemolyta taeniata;Lisa común;Entero fresco;6;
Amazonía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Entero;4;
Amazonía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Entero congelado;2;
Amazonía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Entero enhielado;2;
Amazonía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Entero fresco;46;
Amazonía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Eviscerado;115;
Amazonía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Eviscerado congelado;200;
Amazonía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Eviscerado enhielado;135;
Amazonía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Eviscerado fresco;427;
Amazonía;Peces;PezOseo;Leiarius sp. 1;Barbudo negro;Eviscerado enhielado;6;
Amazonía;Peces;PezOseo;Leiarius sp. 1;Barbudo negro;Eviscerado fresco;46;
Amazonía;Peces;PezOseo;Leporinus agassizii;Omima;Ahumado;10;
Amazonía;Peces;PezOseo;Leporinus agassizii;Omima;Entero fresco;276;
Amazonía;Peces;PezOseo;Leporinus agassizii;Omima;Eviscerado;1;
Amazonía;Peces;PezOseo;Leporinus agassizii;Omima;Eviscerado enhielado;8;
Amazonía;Peces;PezOseo;Leporinus brunneus;Garacu;Entero fresco;33;
Amazonía;Peces;PezOseo;Leporinus fasciatus;Leporino rayado;Entero fresco;51;
Amazonía;Peces;PezOseo;Leporinus fasciatus;Leporino rayado;Eviscerado enhielado;1;
Amazonía;Peces;PezOseo;Leporinus fasciatus;Leporino rayado;Eviscerado fresco;4;
Amazonía;Peces;PezOseo;Leporinus friderici;Omima gavilán;Entero;3;
Amazonía;Peces;PezOseo;Leporinus friderici;Omima gavilán;Entero fresco;1;
Amazonía;Peces;PezOseo;Leporinus friderici;Omima gavilán;Eviscerado;33;
Amazonía;Peces;PezOseo;Leporinus sp. 2;Cheo chotillo;Eviscerado fresco;3;
Amazonía;Peces;PezOseo;Leporinus subniger;Cheo;Entero;13;
Amazonía;Peces;PezOseo;Leporinus subniger;Cheo;Entero fresco;1;
Amazonía;Peces;PezOseo;Leporinus subniger;Cheo;Eviscerado congelado;2;
Amazonía;Peces;PezOseo;Leporinus subniger;Cheo;Eviscerado enhielado;25;
Amazonía;Peces;PezOseo;Leporinus subniger;Cheo;Eviscerado fresco;264;
Amazonía;Peces;PezOseo;Leptodoras acipenserinus;Carriche;Eviscerado fresco;2;
Amazonía;Peces;PezOseo;Lithodoras dorsalis;Bacu piedra;Entero enhielado;1;
Amazonía;Peces;PezOseo;Lithodoras dorsalis;Bacu piedra;Entero fresco;13;
Amazonía;Peces;PezOseo;Lithodoras dorsalis;Bacu piedra;Eviscerado enhielado;3;
Amazonía;Peces;PezOseo;Megaleporinus trifasciatus;Cheo;Entero enhielado;2;
Amazonía;Peces;PezOseo;Megaleporinus trifasciatus;Cheo;Entero fresco;17;
Amazonía;Peces;PezOseo;Megaleporinus trifasciatus;Cheo;Eviscerado fresco;11;
Amazonía;Peces;PezOseo;Megalodoras uranoscopus;Bacú piedra;Entero congelado;1;
Amazonía;Peces;PezOseo;Megalodoras uranoscopus;Bacú piedra;Entero fresco;9;
Amazonía;Peces;PezOseo;Megalodoras uranoscopus;Bacú piedra;Eviscerado enhielado;4;
Amazonía;Peces;PezOseo;Megalodoras uranoscopus;Bacú piedra;Eviscerado fresco;1;
Amazonía;Peces;PezOseo;Megalonema sp. 1;Palomo;Entero;1;
Amazonía;Peces;PezOseo;Megalonema sp. 1;Palomo;Entero fresco;12;
Amazonía;Peces;PezOseo;Megalonema sp. 1;Palomo;Eviscerado congelado;4;
Amazonía;Peces;PezOseo;Megalonema sp. 1;Palomo;Eviscerado enhielado;139;
Amazonía;Peces;PezOseo;Megalonema sp. 1;Palomo;Eviscerado fresco;138;
Amazonía;Peces;PezOseo;Metynnis lippincottianus;Palometa;Entero fresco;2;
Amazonía;Peces;PezOseo;Myloplus asterias;Garopa;Entero fresco;2;
Amazonía;Peces;PezOseo;Myloplus asterias;Garopa;Eviscerado;10;
Amazonía;Peces;PezOseo;Myloplus asterias;Garopa;Eviscerado enhielado;1;
Amazonía;Peces;PezOseo;Myloplus rubripinnis;Gancho rojo;Entero;1;
Amazonía;Peces;PezOseo;Myloplus rubripinnis;Gancho rojo;Entero fresco;5;
Amazonía;Peces;PezOseo;Myloplus schomburgkii;Gancho azul;Entero;1;
Amazonía;Peces;PezOseo;Myloplus schomburgkii;Gancho azul;Eviscerado;1;
Amazonía;Peces;PezOseo;Myloplus schomburgkii;Gancho azul;Eviscerado enhielado;3;
Amazonía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Ahumado;1;
Amazonía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Entero;38;
Amazonía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Entero congelado;16;
Amazonía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Entero enhielado;18;
Amazonía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Entero fresco;504;
Amazonía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Eviscerado;1;
Amazonía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Eviscerado congelado;23;
Amazonía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Eviscerado enhielado;400;
Amazonía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Eviscerado fresco;166;
Amazonía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Seco salado;3;
Amazonía;Peces;PezOseo;Mylossoma aureum;Palometa;Entero;3;
Amazonía;Peces;PezOseo;Mylossoma aureum;Palometa;Entero fresco;1;
Amazonía;Peces;PezOseo;Mylossoma aureum;Palometa;Eviscerado;32;
Amazonía;Peces;PezOseo;Mylossoma aureum;Palometa;Eviscerado congelado;1;
Amazonía;Peces;PezOseo;Mylossoma aureum;Palometa;Eviscerado enhielado;2;
Amazonía;Peces;PezOseo;Mylossoma aureum;Palometa;Eviscerado fresco;10;
Amazonía;Peces;PezOseo;Osteoglossum bicirrhosum;Arawana plateada;Entero fresco;16;
Amazonía;Peces;PezOseo;Osteoglossum bicirrhosum;Arawana plateada;Eviscerado congelado;1;
Amazonía;Peces;PezOseo;Osteoglossum bicirrhosum;Arawana plateada;Eviscerado enhielado;16;
Amazonía;Peces;PezOseo;Osteoglossum bicirrhosum;Arawana plateada;Eviscerado fresco;1;
Amazonía;Peces;PezOseo;Oxydoras niger;Sierra copora;Entero;1;
Amazonía;Peces;PezOseo;Oxydoras niger;Sierra copora;Entero fresco;7;
Amazonía;Peces;PezOseo;Oxydoras niger;Sierra copora;Eviscerado enhielado;4;
Amazonía;Peces;PezOseo;Oxydoras niger;Sierra copora;Eviscerado fresco;27;
Amazonía;Peces;PezOseo;Panaque schaeferi;Cucha;Entero;5;
Amazonía;Peces;PezOseo;Panaque schaeferi;Cucha;Entero fresco;2;
Amazonía;Peces;PezOseo;Panaque schaeferi;Cucha;Eviscerado fresco;1;
Amazonía;Peces;PezOseo;Panaque titan;Real verde Real royal;Entero fresco;1;
Amazonía;Peces;PezOseo;Panaque titan;Real verde Real royal;Eviscerado fresco;35;
Amazonía;Peces;PezOseo;Pellona castelnaeana;Arenga amarilla;Entero fresco;53;
