SITIODESEMBARCO_ESPECIE_CAT;Cuartil_inf_Precio_Esp_Cat_Hist;Cuartil_sup_Precio_Esp_Cat_Hist
Muelle Principal (Puerto Leguízamo)_Arapaima gigas_Revuelto;14000;16000
El Puerto (Puerto Carreño)_Hypophthalmus edentatus_Pequeño;3300;6850
San Antonio de Padua_Pseudocurimata lineopunctata_Revuelto;1500;1500
Cooperativas - Pueblo Nuevo_Hoplopagrus guentherii_Revuelto;9000;9000
San Antonio de Padua_Notarius bonillai_Pequeño;8000;8000
Punta Bonita_Cynoscion phoxocephalus_Mediano;12000;14000
Punta Bonita_Rhencus macracanthus_Grande;7000;7000
Punta Bonita_Centropomus medius_Mediano;9000;9450
Punta Bonita_Notarius troschelii_Revuelto;8000;11000
El Puerto (Puerto Carreño)_Platynematichthys notatus_Varios tamaños;5200;7000
Puerto de desembarco (Barrancominas)_Brachyplatystoma platynemum_Revuelto;6400;8000
Puerto de desembarco (Barrancominas)_Ageneiosus inermis_Revuelto;4000;6000
Puerto Kenedy_Hypostomus hondae_Grande;6000;6000
Milagros de la Mar_Larimus acclivis_Grande;5000;5000
Milagros de la Mar_Caranx caballus_Grande;6000;6000
Milagros de la Mar_Otros menudo_Pequeño;3000;3000
Buchadó_Pimelodus punctatus_Mediano;2000;2000
Buchadó_Rhamdia guatemalensis_Pequeño;2000;2000
Distribuidoras de Tumaco_Otros menudo_Grande;3050;3950
Distribuidoras de Tumaco_Bagre pinnimaculatus_Grande;8150;10850
Distribuidoras de Tumaco_Chaetodipterus zonatus_Grande;6000;6000
Distribuidoras de Tumaco_Cynoscion squamipinnis_Grande;12000;15000
Puerto Principal (Leticia)_Prochilodus nigricans_Pequeño;9025;9475
Puerto Principal (Leticia)_Schizodon fasciatus_Pequeño;7600;11625
Casco Urbano (Arauca)_Pinirampus pirinampu_Grande;5050;5950
Casco Urbano (Arauca)_Semaprochilodus laticeps_Grande;8500;8500
Milagros de la Mar_Sphyraena ensis_Grande;11000;11000
Malecón (Puerto Gaitán)_Pellona flavipinnis_Revuelto;6000;6000
Santa Cruz - Naya_Nebris occidentalis_Mediano;12000;12000
Santa Cruz - Naya_Scomberomorus sierra_Revuelto;9000;9000
Santa Cruz - Naya_Cynoscion phoxocephalus_Mediano;12000;12000
Bodegas (Leticia)_Arapaima gigas_Revuelto;13000;16000
Santa Cruz - Naya_Scomberomorus sierra_Pequeño;3000;9000
Puerto (Arauquita)_Piaractus orinoquensis_Mediano;12000;12000
Puente Pindo_Cynoscion squamipinnis_Mediano;9000;13000
Pesqueras - Pueblo Nuevo_Lutjanus colorado_Grande;11000;13700
Pesqueras - Pueblo Nuevo_Paralonchurus dumerilii_Varios tamaños;7000;7000
Pesqueras - Pueblo Nuevo_Penaeus occidentalis_Pequeño;24250;28000
Miramar - Bahía Málaga_Lutjanus colorado_Platero (para pargos);17000;17000
Pesqueras - Pueblo Nuevo_Trachypenaeus spp._Revuelto;27150;29850
Betania - Naya_Scomberomorus sierra_Revuelto;3750;4250
Betania - Naya_Macrodon mordax_Revuelto;12700;13000
Miramar - Bahía Málaga_Caranx caballus_Varios tamaños;6000;6000
Miramar - Bahía Málaga_Lutjanus argentiventris_Grande;16000;16000
Miramar - Bahía Málaga_Selene peruviana_Varios tamaños;6000;6000
Miramar - Bahía Málaga_Trachinotus rhodopus_Varios tamaños;6400;10000
Miramar - Bahía Málaga_Scomberomorus sierra_Sierrilla P;4550;7000
Miramar - Bahía Málaga_Oligoplites saurus inornatus_Varios tamaños;1000;1000
Miramar - Bahía Málaga_Scomberomorus sierra_Grande;13000;13000
Puente Pindo_Coryphaena hippurus_Extragrande;6000;6000
Quiroga_Larimus acclivis_Pequeño;3000;3000
Quiroga_Scomberomorus sierra_Pequeño;3000;3000
Quiroga_Diapterus brevirostris_Pequeño;3000;3000
Galería (Guapi)_Centropomus armatus_Grande;15000;15000
Galería (Guapi)_Hoplopagrus guentherii_Revuelto;25000;25000
Juanchaco_Rhonciscus bayanus_Pequeño;5000;5000
Juanchaco_Caranx sexfasciatus_Grande;5000;5000
Muelles del Camarón_Aluterus monoceros_Mediano;3500;3500
Puerto César Augusto_Colossoma macropomum_Revuelto;6000;6000
Puerto Víctor Peña_Curimata mivartii_Revuelto;2000;2000
Paujil_Myloplus asterias_Varios tamaños;5900;5900
Paujil_Hoplias curupira_Varios tamaños;6200;6200
Comercializadores independientes (Guapi)_Cynoscion phoxocephalus_Ranfaña;5000;5000
Aparca_Brachyplatystoma tigrinum_Revuelto;20000;20000
Punta Bonita_Caranx caninus_Pequeño;6000;7000
Punta Bonita_Oligoplites saurus inornatus_Revuelto;5000;5000
Río San Miguel_Pseudoplatystoma punctifer_Pequeño;15000;15000
Miel de Abeja_Lutjanus guttatus_Pequeño;5000;5000
Miel de Abeja_Epinephelus analogus_Pequeño;3000;3000
Miel de Abeja_Menticirrhus spp._Grande;12000;12000
Policía fluvial (Quibdó)_Brycon moorei_Pequeño;10000;10000
Clarinetero_Semaprochilodus laticeps_Grande;9000;9000
Clarinetero_Cichla orinocensis_Grande;9000;9000
Clarinetero_Brycon amazonicus_Grande;9000;9000
El Puerto (Tumaco)_Trachypenaeus spp._Revuelto;17200;30000
El Puerto (Tumaco)_Xiphopenaeus riveti_Revuelto;10000;12000
Policía fluvial (Quibdó)_Megaleporinus muyscorum_Grande;4655;5645
Policía fluvial (Quibdó)_Prochilodus magdalenae_Grande;4375;5725
Las Balsas_Exallodontus aguanai_Revuelto;10000;10000
Puerto Kenedy_Prochilodus magdalenae_Pequeño;3310;4660
San Miguel (Puerto Gaitán)_Pygocentrus sp._Revuelto;4000;4000
El Puerto (Tumaco)_Epinephelus analogus_Mediano;8350;14650
El Puerto (Tumaco)_Lolliguncula diomedeae_Grande;20000;20000
La Rampa (Barrancabermeja)_Caquetaia kraussii_Revuelto;4000;4000
Puerto de desembarco (Barrancominas)_Plagioscion squamosissimus_Revuelto;4000;4000
El Puerto (Tumaco)_Sphyraena ensis_Mediano;6000;12000
Puerto Barrio El Progreso_Caquetaia kraussii_Revuelto;4350;6650
Chacón_Dosidicus gigas_Varios tamaños;12000;12000
Puerto (Orocué)_Semaprochilodus laticeps_Revuelto;10000;12000
Bajito Vaquería_Seriola rivoliana_Grande;8000;8000
La Ensenada_Menticirrhus spp._Grande;14000;14000
La Ensenada_Eucinostomus currani_Pequeño;2500;2500
La Ensenada_Bairdiella ensifera_Revuelto;2500;2500
La Ensenada_Menticirrhus panamensis_Pequeño;3500;3500
La Ensenada_Genyatremus dovii_Pequeño;2500;2500
La Ensenada_Caranx caninus_Revuelto;2500;3350
La Ensenada_Cynoscion squamipinnis_Mediano;3500;3500
Puente Pindo_Synodus scituliceps_Pequeño;2000;2000
Puente Pindo_Pseudupeneus grandisquamis_Pescado menudo;2200;3000
Muelle Seco - Pueblo Nuevo_Larimus argenteus_Pequeño;6000;6000
Timbiquí_Xiphopenaeus riveti_Varios tamaños;10000;10000
Puerto Principal (Leticia)_Leiarius marmoratus_Grande;9350;13930
El Puerto (Puerto Carreño)_Colossoma macropomum_Mediano;8000;8900
Pesqueras - Pueblo Nuevo_Caranx sexfasciatus_Varios tamaños;4150;5000
Milagros de la Mar_Selene peruviana_Pequeño;2000;2000
Clarinetero_Cichla temensis_Grande;9000;9000
Comercializadores independientes (Guapi)_Bagre pinnimaculatus_Ranfaña;5000;5000
Comercializadores independientes (Guapi)_Caranx caballus_Ranfaña;5000;5000
Pesqueras - Pueblo Nuevo_Caranx caballus_Revuelto;5500;5500
Pesqueras - Pueblo Nuevo_Caranx caballus_Varios tamaños;5500;5500
Pesqueras - Pueblo Nuevo_Lobotes pacifica_Pequeño;7500;9000
Pesqueras - Pueblo Nuevo_Bagre pinnimaculatus_Ranfaña;5000;5000
Pesqueras - Pueblo Nuevo_Lobotes pacifica_Ranfaña;5000;5000
Cooperativas - Pueblo Nuevo_Caranx sexfasciatus_Revuelto;6500;6500
Puerto Víctor Peña_Hoplias malabaricus_Revuelto;2020;2380
Distribuidoras de Tumaco_Aluterus monoceros_Grande;6000;6000
Bajito Vaquería_Lutjanus guttatus_Mediano;16300;19700
La Casa del Pescador_Bagre pinnimaculatus_Mediano;9000;9000
La Casa del Pescador_Menticirrhus nasus_Grande;9000;9000
La Casa del Pescador_Larimus acclivis_Pequeño;7000;7000
Milagros de la Mar_Selene peruviana_Revuelto;2000;2450
Milagros de la Mar_Lutjanus guttatus_Mediano;18000;18700
Bazán_Epinephelus quinquefasciatus_Pequeño;12150;13000
Bazán_Cynoscion phoxocephalus_Varios tamaños;15000;15000
Bazán_Lutjanus peru_Varios tamaños;16000;16000
Puerto del Pescado (San José Del Guaviare)_Pygocentrus cariba_Grande;6100;7900
Galería (Guapi)_Haemulopsis leuciscus_Revuelto;5000;5000
Clarinetero_Pimelodus sp. 4_Grande;4000;4000
Clarinetero_Pimelodus sp. 4_Pequeño;2500;2500
Puerto Cabuyaro_Brachyplatystoma filamentosum_Revuelto;16000;19400
Bazán La Bocana_Centropomus medius_Pequeño;10000;10000
Milagros de la Mar_Bagre panamensis_Revuelto;2000;2000
Punta Bonita_Lobotes pacifica_Grande;18000;18000
Punta Bonita_Sciades dowii_Mediano;9000;9000
Las Balsas_Plagioscion squamosissimus_Revuelto;9200;10000
Punta Bonita_Centropomus armatus_Pequeño;7050;7950
Punta Bonita_Centropomus medius_Pequeño;7050;7950
Punta Bonita_Lutjanus guttatus_Pequeño;11000;11000
Galería (Guapi)_Centropomus armatus_Mediano;10000;10000
Galería (Guapi)_Lutjanus argentiventris_Grande;30000;30000
Puerto Principal (Leticia)_Cichla monoculus_Pequeño;9450;15730
Puerto Principal (Leticia)_Chaetobranchus semifasciatus_Pequeño;10860;11940
Puerto Principal (Leticia)_Cichla monoculus_Grande;13000;18000
Puente Pindo_Eucinostomus dowii_Pescado menudo;3000;3000
Miramar - Bahía Málaga_Lutjanus guttatus_Platero (para pargos);17000;20000
Miramar - Bahía Málaga_Cynoscion albus_Grande;23000;31100
Miramar - Bahía Málaga_Lutjanus colorado_Grande;16000;16000
Miramar - Bahía Málaga_Centropomus medius_Mediano;13700;16000
Miramar - Bahía Málaga_Lutjanus jordani_Varios tamaños;10000;14200
Clarinetero_Pygocentrus sp._Varios tamaños;1600;2950
Santa Cruz - Naya_Macrodon mordax_Mediano;12000;12000
Santa Cruz - Naya_Scomberomorus sierra_Mediano;9000;9000
Santa Cruz - Naya_Larimus argenteus_Revuelto;3000;3000
Miramar - Bahía Málaga_Acanthurus xanthopterus_Varios tamaños;1000;6000
Santa Cruz - Naya_Centropomus medius_Pequeño;12000;12000
La Plata - Bahía Málaga_Eucinostomus currani_Varios tamaños;2500;2500
La Rampa (Barrancabermeja)_Oreochromis niloticus_Revuelto;8000;8000
Chontal_Bagre pinnimaculatus_Grande;6000;6000
Puerto de desembarco (Barrancominas)_Pellona castelnaeana_Revuelto;4000;4000
Puerto de desembarco (Barrancominas)_Hypophthalmus sp. 1_Revuelto;4000;4000
Puerto de desembarco (Barrancominas)_Leiarius marmoratus_Revuelto;5100;6000
Puerto de desembarco (Barrancominas)_Pygocentrus sp._Revuelto;3000;3000
Malecón (Puerto Gaitán)_Semaprochilodus laticeps_Revuelto;14000;14000
Tagachí_Ageneiosus pardalis_Revuelto;14000;14000
Tagachí_Hypostomus hondae_Mediano;1200;1200
Tagachí_Hypostomus hondae_Grande;1200;1200
Muelles del Camarón_Penaeus occidentalis_Mediano;24000;31550
Tagachí_Pimelodus sp. 2_Pequeño;12000;12000
Muelles del Camarón_Isopisthus remifer_Pequeño;3000;3000
Muelles del Camarón_Larimus acclivis_Pequeño;3125;5375
Muelles del Camarón_Lutjanus guttatus_Grande;21715;21985
El Puerto (Puerto Carreño)_Pellona flavipinnis_Pequeño;4200;6400
El Puerto (Puerto Carreño)_Calophysus macropterus_Varios tamaños;5000;6000
Puente Pindo_Tylosurus fodiator_Grande;3600;4000
Milagros de la Mar_Mugil cephalus_Pequeño;4000;4000
Juanchaco_Otros pescadilla_Varios tamaños;5000;5000
Juanchaco_Caranx caninus_Pequeño;4000;6000
Muelle Hong Kong_Arapaima gigas_Revuelto;18000;18000
Muelle Hong Kong_Brachyplatystoma tigrinum_Revuelto;14100;15000
Puerto de las Canoas (Puerto Berrío)_Pseudopimelodus atricaudus_Revuelto;1240;1960
Timbiquí_Trachypenaeus spp._Varios tamaños;15000;15000
Timbiquí_Penaeus occidentalis_Varios tamaños;35000;35000
Cooperativas - Pueblo Nuevo_Centropomus armatus_Pequeño;8500;10000
Río San Miguel_Brachyplatystoma tigrinum_Revuelto;12000;15000
Río San Miguel_Hemisorubim platyrhynchos_Revuelto;14100;15000
Río San Miguel_Brycon hilarii_Pequeño;14000;14000
Río San Miguel_Prochilodus rubrotaeniatus_Pequeño;12000;14000
Puerto Principal (Leticia)_Psectrogaster amazonica_Grande;11300;11300
La Isla de los Palacios_Dasyloricaria latuira_Pequeño;900;900
Puerto de desembarco (Barrancominas)_Zungaro zungaro_Revuelto;4000;6000
La Ensenada_Protrachypene precipua_Revuelto;7000;7000
Santa Cruz - Naya_Ariopsis seemanni_Revuelto;3000;3000
Betania - Naya_Euthynnus lineatus_Grande;9000;9000
Miel de Abeja_Trachinotus kennedyi_Grande;3000;3600
La Plata - Bahía Málaga_Lutjanus jordani_Varios tamaños;16400;17000
Buchadó_Centropomus undecimalis_Mediano;6000;6000
Buchadó_Prochilodus magdalenae_Pequeño;2000;2000
Galería (Guapi)_Cynoscion phoxocephalus_Grande;15000;15000
Muelle Principal (Puerto Leguízamo)_Myloplus asterias_Revuelto;10000;10000
Muelle Las Flores_Lutjanus colorado_Grande;13000;13000
Mapiripán_Prochilodus mariae_Revuelto;9000;9000
Mapiripán_Pimelodus blochii_Revuelto;8050;8950
San Alejandro_Hoplias malabaricus_Pequeño;1210;1390
Buchadó_Prochilodus magdalenae_Mediano;2000;2000
San Alejandro_Prochilodus magdalenae_Pequeño;1220;1580
Limones_Bagre pinnimaculatus_Pequeño;3000;3000
El Piñal_Penaeus occidentalis_Revuelto;36000;45000
Clarinetero_Pimelodus sp. 4_Varios tamaños;2125;2875
Paujil_Pygocentrus cariba_Varios tamaños;5900;5900
Galería (Guapi)_Alectis ciliaris_Revuelto;5000;5000
Puerto Kenedy_Dasyloricaria latuira_Revuelto;6000;6000
Puerto Rico [Meta]_Pseudoplatystoma metaense_Revuelto;12000;19200
Buchadó_Brycon moorei_Mediano;6000;6000
Punta Bonita_Epinephelus quinquefasciatus_Grande;22000;22000
Muelles del Camarón_Otros pescadilla_Pequeño;4000;4925
Muelles del Camarón_Panulirus gracilis_Revuelto;30000;35000
Comercializadores independientes (Guapi)_Polydactylus approximans_Revuelto;5200;8800
Comercializadores independientes (Guapi)_Caranx caballus_Revuelto;9000;9000
Comercializadores independientes (Guapi)_Diapterus brevirostris_Revuelto;5000;8600
Muelles del Camarón_Macrodon mordax_Grande;9000;9000
Muelle Seco - Pueblo Nuevo_Cynoponticus coniceps_Grande;6900;15000
Curillo_Oxydoras niger_Mediano;16000;16000
Distribuidoras de Tumaco_Lutjanus argentiventris_Grande;13000;16800
Chacón_Sciades dowii_Varios tamaños;12000;12000
Río San Miguel_Sorubimichthys planiceps_Revuelto;15000;15000
Río San Miguel_Zungaro zungaro_Revuelto;15000;15000
La Rampa (Barrancabermeja)_Sorubim cuspicaudus_Grande;17000;17000
Cartagena del Chairá_Prochilodus nigricans_Mediano;16000;16000
Cartagena del Chairá_Prochilodus nigricans_Pequeño;15000;15000
Puerto de las Canoas (Puerto Berrío)_Pimelodus grosskopfii_Revuelto;12000;12000
El Puerto (Tumaco)_Cynoscion phoxocephalus_Revuelto;16000;16000
El Puerto (Tumaco)_Sciades dowii_Grande;9800;10000
El Puerto (Tumaco)_Diapterus brevirostris_Mediano;3100;4900
El Puerto (Tumaco)_Xiphopenaeus riveti_Grande;11000;11000
Puerto Principal (Leticia)_Sorubimichthys planiceps_Mediano;7900;10240
Puerto Principal (Leticia)_Crenicichla lenticulata_Grande;8790;12560
La Pedrera_Hypophthalmus edentatus_Mediano;10000;10000
Puerto de desembarco (Barrancominas)_Brachyplatystoma rousseauxii_Revuelto;8000;10000
El Puerto (Puerto Carreño)_Astronotus mikoljii_Varios tamaños;5000;5900
Muelle Seco - Pueblo Nuevo_Cynoscion phoxocephalus_Mediano;13100;14900
Muelle Seco - Pueblo Nuevo_Caranx caninus_Pequeño;4100;5900
Muelle Seco - Pueblo Nuevo_Otros grueso_Pescado grueso;9000;9000
Pesqueras - Pueblo Nuevo_Menticirrhus nasus_Grande;16200;20000
Pesqueras - Pueblo Nuevo_Cynoscion albus_Pequeño;20000;20000
Pesqueras - Pueblo Nuevo_Epinephelus analogus_Pequeño;5650;7000
Policía fluvial (Quibdó)_Kronoheros umbrifer_Pequeño;8000;8000
Policía fluvial (Quibdó)_Prochilodus magdalenae_Pequeño;3510;4320
Policía fluvial (Quibdó)_Sternopygus aequilabiatus_Grande;8000;8000
Betania - Naya_Ariopsis seemanni_Revuelto;4250;4250
Betania - Naya_Cathorops fuerthii_Revuelto;3825;4250
Distribuidoras de Tumaco_Ariopsis seemanni_Grande;6000;6000
Distribuidoras de Tumaco_Centropomus armatus_Pequeño;8000;9000
Santa Cruz - Naya_Menticirrhus nasus_Grande;12000;12000
Santa Cruz - Naya_Cynoscion albus_Revuelto;12000;12850
Santa Cruz - Naya_Bagre pinnimaculatus_Revuelto;8000;8000
Santa Cruz - Naya_Nebris occidentalis_Grande;12000;12000
Santa Cruz - Naya_Xiphopenaeus riveti_Revuelto;13100;14900
Santa Cruz - Naya_Diapterus brevirostris_Revuelto;3000;3000
Puerto Principal (Puerto Lleras)_Brachyplatystoma rousseauxii_Revuelto;16000;19500
Puerto Principal (Puerto Lleras)_Brachyplatystoma juruense_Revuelto;24000;24000
Puerto de desembarco (Mitú)_Cyphocharax multilineatus_Pequeño;15750;20000
Juanchaco_Cynoscion phoxocephalus_Pequeño;7050;7950
Muelles del Camarón_Scomber japonicus_Pequeño;5000;5000
Muelles del Camarón_Xiphopenaeus riveti_Revuelto;5725;15000
Galería (Guapi)_Larimus acclivis_Revuelto;5500;14500
Río San Miguel_Pimelodus blochii_Pequeño;12000;12000
Río San Miguel_Salminus hilarii_Pequeño;12000;12000
Plaza de mercado (La Dorada)_Ageneiosus pardalis_Revuelto;14000;14000
Muelle La Esmeralda_Brycon hilarii_Revuelto;14050;14950
Puerto Kenedy_Hypostomus hondae_Mediano;6000;6000
Casco Urbano (Arauca)_Pseudoplatystoma metaense_Revuelto;13000;13000
Muelles del Camarón_Sphyraena ensis_Grande;9000;11400
Muelles del Camarón_Penaeus occidentalis_Pequeño;9650;21350
Puerto Cabuyaro_Zungaro zungaro_Pequeño;18000;18000
Puerto Cabuyaro_Megalonema platycephalum_Revuelto;10000;10000
Puerto Principal (Leticia)_Oxydoras niger_Grande;6400;6400
Puerto Principal (Leticia)_Oxydoras niger_Mediano;5200;5200
Betania - Naya_Nebris occidentalis_Pequeño;6000;12000
Juanchaco_Lutjanus aratus_Pequeño;10000;12700
El Puerto (Puerto Carreño)_Hydrolycus armatus_Grande;5050;5950
Puerto (Orocué)_Cephalosilurus apurensis_Revuelto;6000;7800
Muelle La Samaritana_Balistes polylepis_Grande;10000;10000
Puerto Cabuyaro_Panaque nigrolineatus_Revuelto;10000;10000
Muelle La Samaritana_Penaeus occidentalis_Langostino;40000;40000
Puente Pindo_Albula pacifica_Mediano;6000;6000
Curillo_Brachyplatystoma filamentosum_Grande;20000;20000
Puente Pindo_Bairdiella ensifera_Pequeño;5200;6000
Puente Pindo_Caranx vinctus_Pequeño;6000;6000
Puente Pindo_Centropomus medius_Mediano;7000;8000
Paujil_Platynematichthys notatus_Revuelto;4025;6255
El Puerto (Tumaco)_Isopisthus remifer_Grande;5400;12600
Tagachí_Hypostomus wilsoni_Grande;1200;1200
Río San Miguel_Piaractus brachypomus_Grande;20800;30160
Río San Miguel_Panaque schaeferi_Grande;5000;5000
Policía fluvial (Quibdó)_Hypostomus hondae_Pequeño;6000;6000
Bazán La Bocana_Elops affinis_Grande;4050;4950
Galería (Guapi)_Lolliguncula diomedeae_Revuelto;22000;25000
Puerto (Arauquita)_Phractocephalus hemioliopterus_Mediano;5750;8000
Puerto (Arauquita)_Pseudoplatystoma metaense_Mediano;17025;17475
El Puerto (Puerto Carreño)_Brachyplatystoma filamentosum_Varios tamaños;8000;8000
Muelle Principal (Puerto Leguízamo)_Leporinus agassizii_Revuelto;9000;9000
San Alejandro_Pimelodus punctatus_Revuelto;1210;1390
Quiroga_Xiphopenaeus riveti_Grande;9000;20000
Galería (Guapi)_Diapterus brevirostris_Revuelto;5000;5000
La Isla de los Palacios_Sternopygus aequilabiatus_Mediano;1200;1800
Paujil_Triportheus venezuelensis_Revuelto;3870;6480
Cooperativas - Pueblo Nuevo_Bairdiella ensifera_Grande;7000;7000
Cooperativas - Pueblo Nuevo_Seriola lalandi_Grande;7300;9925
Cooperativas - Pueblo Nuevo_Parapsettus panamensis_Grande;7000;7000
Cooperativas - Pueblo Nuevo_Caranx sexfasciatus_Grande;6525;6975
Cooperativas - Pueblo Nuevo_Trachinotus kennedyi_Grande;6500;6500
La Casa del Pescador_Cynoscion albus_Pequeño;18000;18000
El Puerto (Puerto Carreño)_Hoplosternum littorale_Varios tamaños;5000;5000
El Puerto (Tumaco)_Ablennes hians_Mediano;2050;2950
Curillo_Pinirampus pirinampu_Mediano;16000;16000
Pesqueras - Pueblo Nuevo_Scomberomorus sierra_Pescado especial;9000;9000
Muelles del Camarón_Bagre panamensis_Pequeño;2500;2500
San José de la Calle_Pseudopimelodus sp. 1_Revuelto;12000;12000
San José de la Calle_Caquetaia kraussii_Grande;6000;6000
La Ensenada_Notarius troschelii_Grande;3500;12700
La Tagua_Pinirampus pirinampu_Grande;15000;15000
El Puerto (Tumaco)_Ablennes hians_Pequeño;2000;2000
Cooperativas - Pueblo Nuevo_Lutjanus peru_Platero (para pargos);26200;29000
Tagachí_Brycon moorei_Grande;16000;16000
El Puerto (Tumaco)_Cynoscion albus_Mediano;14750;22250
El Puerto (Tumaco)_Otros menudo_Ranfaña;500;500
El Puerto (Tumaco)_Epinephelus analogus_Pequeño;4200;6600
Playa Nueva_Menticirrhus spp._Grande;8000;8000
Playa Nueva_Lutjanus guttatus_Pequeño;12000;12000
Policía fluvial (Quibdó)_Crossoloricaria variegata_Pequeño;6000;6000
Puerto (Arauquita)_Leiarius marmoratus_Pequeño;8000;8000
Limones_Centropomus armatus_Pequeño;3000;3000
Distribuidoras de Tumaco_Xiphopenaeus riveti_Pequeño;5000;5000
Punta Bonita_Penaeus occidentalis_Revuelto;38000;42000
Punta Bonita_Scomberomorus sierra_Pequeño;9000;12000
Punta Bonita_Lutjanus argentiventris_Revuelto;12000;12000
Punta Bonita_Diapterus brevirostris_Revuelto;6000;7000
Punta Bonita_Pseudupeneus grandisquamis_Revuelto;6100;7000
El Piñal_Lutjanus jordani_Revuelto;23000;27000
Clarinetero_Phractocephalus hemioliopterus_Extragrande;4000;4000
Galería (Guapi)_Lutjanus argentiventris_Revuelto;25000;25000
Mapiripán_Ageneiosus inermis_Revuelto;9000;9000
Río San Miguel_Serrasalmus compressus_Pequeño;12000;12000
Río San Miguel_Calophysus macropterus_Pequeño;12000;12000
Río San Miguel_Cynopotamus amazonum_Pequeño;12000;12000
Río San Miguel_Hypostomus niceforoi_Pequeño;12000;12000
Puerto Víctor Peña_Prochilodus magdalenae_Grande;12000;12000
Puerto Víctor Peña_Ageneiosus pardalis_Revuelto;10000;10000
Policía fluvial (Quibdó)_Prochilodus magdalenae_Mediano;5000;7040
La Casa del Pescador_Macrodon mordax_Grande;16000;16000
Cartagena del Chairá_Oxydoras niger_Revuelto;12000;12000
Cartagena del Chairá_Mylossoma aureum_Revuelto;8000;13400
Cartagena del Chairá_Panaque titan_Revuelto;10000;10000
El Puerto (Puerto Carreño)_Pellona flavipinnis_Varios tamaños;4750;6000
El Puerto (Puerto Carreño)_Aphanotorulus emarginatus_Varios tamaños;3000;5000
El Puerto (Puerto Carreño)_Serrasalmus rhombeus_Grande;6000;6000
El Puerto (Tumaco)_Chaetodipterus zonatus_Mediano;6000;6000
Pesqueras - Pueblo Nuevo_Mugil cephalus_Varios tamaños;3000;3900
Pesqueras - Pueblo Nuevo_Sphoeroides spp._Pequeño;7000;7000
Pesqueras - Pueblo Nuevo_Lutjanus peru_Platero (para pargos);29400;30000
Pesqueras - Pueblo Nuevo_Menticirrhus spp._Grande;18200;20000
Juanchaco_Hyporthodus niphobles_Grande;7000;12750
Juanchaco_Hyporthodus niphobles_Varios tamaños;7150;9850
Tagachí_Mesoheros atromaculatus_Revuelto;1200;1200
Betania - Naya_Cynoscion albus_Revuelto;21000;21000
Betania - Naya_Paralonchurus dumerilii_Mediano;13000;13000
Bazán La Bocana_Scomberomorus sierra_Mediano;6000;8000
Muelle La Esmeralda_Piaractus brachypomus_Revuelto;15450;18000
Muelle Hong Kong_Ageneiosus inermis_Revuelto;12600;14700
Muelles del Camarón_Euthynnus lineatus_Pequeño;3000;3000
Chamuscado - Naya_Caranx caninus_Mediano;3500;3500
Puerto de Gamarra_Spatuloricaria fimbriata_Revuelto;4000;4000
El Puerto (Puerto Carreño)_Ageneiosus inermis_Pequeño;5000;6000
El Puerto (Puerto Carreño)_Pinirampus pirinampu_Pequeño;5000;6000
El Puerto (Puerto Carreño)_Serrasalmus rhombeus_Varios tamaños;5000;6650
Milagros de la Mar_Sciades dowii_Mediano;8000;8000
Puerto Principal (Leticia)_Hoplosternum littorale_Mediano;7600;9860
Puerto Principal (Leticia)_Megalodoras uranoscopus_Grande;4150;7300
Bazán La Bocana_Cynoscion phoxocephalus_Mediano;10000;10000
Puente Pindo_Brotula clarkae_Pequeño;7000;7000
Puente Pindo_Lutjanus peru_Grande;29000;29000
Puente Pindo_Lutjanus aratus_Extragrande;25000;25000
Puente Pindo_Centropomus armatus_Pescado menudo;3000;3000
Puente Pindo_Scomber japonicus_Pequeño;4000;4400
Puente Pindo_Bagre pinnimaculatus_Pequeño;3300;5000
Puente Pindo_Rhonciscus bayanus_Grande;9000;9000
Puente Pindo_Elattarchus archidium_Pescado menudo;3000;3000
Puente Pindo_Bagre pinnimaculatus_Grande;6000;6000
Bazán_Centropomus medius_Mediano;13100;14000
Bazán_Cynoscion albus_Mediano;24000;24000
El Puerto (Tumaco)_Sciades dowii_Mediano;10000;10000
Punta Bonita_Cynoscion phoxocephalus_Pequeño;12000;12000
Chamuscado - Naya_Bagre pinnimaculatus_Mediano;9000;9000
El Puerto (Puerto Carreño)_Cichla monoculus_Varios tamaños;5000;5000
Puerto de desembarco (Mitú)_Cyphocharax multilineatus_Mediano;20000;20000
Puerto de desembarco (Mitú)_Pseudoplatystoma tigrinum_Pequeño;20000;20000
San Antonio de Padua_Brycon moorei_Mediano;10000;10000
Playa Nueva_Scomberomorus sierra_Pequeño;3050;3950
Playa Nueva_Diapterus brevirostris_Pequeño;2000;2000
Playa Nueva_Caranx caninus_Pequeño;3000;3000
Playa Nueva_Cynoscion phoxocephalus_Pequeño;6000;6000
Río San Miguel_Sorubimichthys planiceps_Grande;14000;15000
La Casa del Pescador_Lutjanus peru_Grande;18100;21700
La Casa del Pescador_Bagre pinnimaculatus_Grande;8200;10800
Juanchaco_Macrodon mordax_Pequeño;6000;12000
Juanchaco_Mycteroperca xenarcha_Mediano;7000;7000
Juanchaco_Caulolatilus affinis_Pequeño;3000;3000
Muelles del Camarón_Trachypenaeus spp._Pequeño;4750;22880
Juanchaco_Caranx vinctus_Grande;3000;3000
Juanchaco_Piaractus brachypomus_Grande;7000;7000
Juanchaco_Bagre panamensis_Grande;6000;6000
