SITIODESEMBARCO_ESPECIE_CAT;Cuartil_inf_Precio_Esp_Cat_Hist;Cuartil_sup_Precio_Esp_Cat_Hist
Muelle Las Flores_Lutjanus guttatus_Pequeño;6000;10000
Muelle Las Flores_Epinephelus quinquefasciatus_Grande;11000;11000
Muelle Las Flores_Cynoscion albus_Grande;22000;23900
Muelle Las Flores_Centropomus robalito_Grande;13000;13000
Muelle Las Flores_Centropomus medius_Grande;13000;13000
Muelle Las Flores_Notarius troschelii_Grande;5000;5000
Muelle Las Flores_Cynoscion squamipinnis_Grande;13000;13000
Muelle Las Flores_Cynoscion albus_Pequeño;10000;10000
Muelle Las Flores_Anadara tuberculosa_Varios tamaños;10000;10000
El Muelle (Barrancabermeja)_Pimelodus grosskopfii_Revuelto;6000;10000
Muelle Las Flores_Sciades dowii_Grande;5000;5000
Muelle Las Flores_Brotula clarkae_Grande;16000;18000
Muelle Las Flores_Brotula clarkae_Pequeño;5000;5000
Muelle Las Flores_Caulolatilus affinis_Grande;5000;5000
Puerto Serviez_Piaractus brachypomus_Grande;8000;8000
Muelle Las Flores_Scomberomorus sierra_Grande;11000;11000
Muelle Las Flores_Scomberomorus sierra_Pequeño;6000;6000
Muelles del Camarón_Bagre pinnimaculatus_Grande;8000;9000
Muelles del Camarón_Larimus effulgens_Revuelto;6050;6950
Muelles del Camarón_Pseudupeneus grandisquamis_Pequeño;3000;3000
Muelles del Camarón_Paralonchurus dumerilii_Revuelto;6000;7600
Muelles del Camarón_Centropomus armatus_Grande;13000;14000
Muelles del Camarón_Cynoscion phoxocephalus_Grande;15000;17275
Muelles del Camarón_Cynoscion squamipinnis_Grande;14000;15000
Muelles del Camarón_Otros pescadilla_Mediano;6000;7000
El Muelle (Barrancabermeja)_Hypostomus hondae_Revuelto;6000;6850
El Muelle (Barrancabermeja)_Hoplias malabaricus_Revuelto;3600;7550
Muelle La Samaritana_Cynoponticus coniceps_Grande;2000;2000
Muelle La Samaritana_Larimus effulgens_Grande;8000;8000
Puerto de desembarco (Mitú)_Pimelodus blochii_Mediano;20000;20000
Puerto de desembarco (Mitú)_Pseudoplatystoma tigrinum_Mediano;20000;20000
Riosucio_Notarius bonillai_Revuelto;10000;10000
Puerto Boyacá_Colossoma macropomum_Revuelto;12000;12000
Puerto Wilches_Pimelodus yuma_Revuelto;5000;5000
Honda_Pimelodus yuma_Mediano;5000;7000
Honda_Pimelodus yuma_Pequeño;3000;5000
Honda_Brycon moorei_Revuelto;15000;16000
Honda_Prochilodus magdalenae_Revuelto;6000;8000
Honda_Megaleporinus muyscorum_Revuelto;2000;4000
Honda_Pimelodus grosskopfii_Pequeño;11000;13000
Honda_Pimelodus grosskopfii_Mediano;15000;17000
Honda_Sorubim cuspicaudus_Revuelto;9000;13000
Puerto Boyacá_Isorineloricaria tenuicauda_Revuelto;6000;8000
Honda_Pseudoplatystoma magdaleniatum_Revuelto;20000;22000
Honda_Sternopygus aequilabiatus_Revuelto;4000;5000
Honda_Pimelodus grosskopfii_Grande;18000;20000
Puente Pindo_Diapterus brevirostris_Mediano;3200;4500
Puente Pindo_Haemulopsis axillaris_Grande;9000;11000
Puente Pindo_Sphyraena idiastes_Extragrande;18000;18000
Puente Pindo_Larimus effulgens_Mediano;7000;8000
Puente Pindo_Larimus acclivis_Pequeño;6000;7000
Puente Pindo_Polydactylus approximans_Pequeño;6000;7000
Puerto Víctor Peña_Prochilodus magdalenae_Mediano;8000;10000
Puerto Wilches_Megaleporinus muyscorum_Revuelto;4000;4000
Honda_Ichthyoelephas longirostris_Revuelto;10000;12000
Honda_Salminus affinis_Revuelto;12000;14000
Puerto César Augusto_Oreochromis niloticus_Revuelto;6000;6000
Honda_Piaractus brachypomus_Revuelto;14000;17000
Puente Pindo_Sphyraena ensis_Grande;10500;15000
Puente Pindo_Lutjanus novemfasciatus_Extragrande;22300;25000
Puente Pindo_Sphyraena ensis_Extragrande;15100;16900
Puente Pindo_Sphyraena ensis_Mediano;7000;9000
Puente Pindo_Paralonchurus dumerilii_Grande;11000;11900
Puente Pindo_Menticirrhus nasus_Grande;11000;11800
Miramar - Bahía Málaga_Centropomus armatus_Varios tamaños;12000;12000
Miramar - Bahía Málaga_Bagre panamensis_Varios tamaños;3000;6000
Puerto (Orocué)_Mylossoma albiscopum_Revuelto;8000;9000
Puerto (Orocué)_Pellona flavipinnis_Revuelto;6000;6000
Puente Pindo_Lutjanus argentiventris_Mediano;22000;22000
Puente Pindo_Caranx caninus_Mediano;7000;8000
Puente Pindo_Cynoponticus coniceps_Extragrande;10000;10000
Puente Pindo_Lutjanus guttatus_Extragrande;22150;24850
Puente Pindo_Larimus effulgens_Pescado menudo;3000;3000
Puerto Cabuyaro_Mylossoma aureum_Revuelto;5000;5000
Puerto Kenedy_Hoplias malabaricus_Revuelto;7000;7000
Puerto Kenedy_Sternopygus aequilabiatus_Revuelto;8000;8000
Puerto Kenedy_Pseudopimelodus sp. 1_Pequeño;10000;10000
Puente Pindo_Scomberomorus sierra_Extragrande;10150;13000
Puente Pindo_Euthynnus lineatus_Grande;6000;6000
Puente Pindo_Paralonchurus dumerilii_Mediano;7000;7000
Amarales_Cynoscion albus_Mediano;20000;23000
Amarales_Lobotes pacifica_Mediano;10000;12000
Amarales_Cynoscion albus_Grande;20000;23000
Amarales_Lobotes pacifica_Pequeño;10000;12000
Amarales_Bagre pinnimaculatus_Grande;4000;5000
Amarales_Sciades dowii_Grande;5600;7000
Buchadó_Pseudopimelodus sp. 1_Pequeño;5980;6000
Buchadó_Sternopygus aequilabiatus_Mediano;1895;2000
Buchadó_Hoplias malabaricus_Revuelto;6500;6500
San José de la Calle_Sternopygus aequilabiatus_Mediano;6000;6000
San José de la Calle_Hoplias malabaricus_Revuelto;8000;8000
San José de la Calle_Caquetaia kraussii_Mediano;6000;6000
Muelle Seco - Pueblo Nuevo_Centropomus armatus_Grande;15000;16000
Muelle Seco - Pueblo Nuevo_Bagre panamensis_Grande;2500;2500
El Malecón (Neiva)_Brycon amazonicus_Revuelto;8000;11200
Muelle Seco - Pueblo Nuevo_Lobotes pacifica_Pequeño;7000;11000
La Tagua_Pseudoplatystoma punctifer_Pequeño;8500;10000
Bodegas (Leticia)_Brachyplatystoma juruense_Revuelto;12350;13000
Bodegas (Leticia)_Pseudoplatystoma tigrinum_Revuelto;12000;14000
Bodegas (Leticia)_Zungaro zungaro_Grande;12500;13000
Puerto de las Canoas (Puerto Berrío)_Sternopygus aequilabiatus_Revuelto;900;1600
Puerto de las Canoas (Puerto Berrío)_Plagioscion magdalenae_Revuelto;8000;13000
Puerto del Pescado (San José Del Guaviare)_Platynematichthys notatus_Grande;12000;16000
Puerto del Pescado (San José Del Guaviare)_Hydrolycus armatus_Pequeño;5000;5000
Puerto Principal (Leticia)_Hypophthalmus edentatus_Mediano;7100;7100
Puerto Principal (Leticia)_Hoplosternum littorale_Revuelto;7800;7800
Puerto Principal (Leticia)_Potamorhina altamazonica_Grande;6500;10990
Puerto Principal (Leticia)_Prochilodus rubrotaeniatus_Mediano;9600;14100
Puerto Principal (Puerto Lleras)_Pseudoplatystoma orinocoense_Revuelto;14000;24000
Puerto Principal (Puerto Lleras)_Pimelodus blochii_Revuelto;10000;12000
Puerto Principal (Puerto Lleras)_Sorubimichthys planiceps_Revuelto;14000;24000
Desembarcadero (Supía)_Pimelodus grosskopfii_Revuelto;11000;12000
Desembarcadero (Supía)_Prochilodus magdalenae_Revuelto;10000;12000
Puerto Principal (Puerto Lleras)_Piaractus orinoquensis_Revuelto;14000;24000
Desembarcadero (Supía)_Pseudopimelodus magnus_Revuelto;10000;12000
Bodegas (Leticia)_Sorubimichthys planiceps_Revuelto;12000;13000
Tagachí_Kronoheros umbrifer_Pequeño;10000;10000
La Casa del Pescador_Anadara spp._Revuelto;30600;35000
Aparca_Leiarius marmoratus_Revuelto;20000;20000
Puerto Principal (Leticia)_Pimelodus blochii_Revuelto;5660;6000
Puerto Principal (Leticia)_Pellona flavipinnis_Revuelto;13000;13000
Puerto Principal (Leticia)_Pseudoplatystoma tigrinum_Mediano;10825;15755
Puerto Principal (Leticia)_Pterygoplichthys pardalis_Pequeño;4625;5800
Puerto Principal (Leticia)_Pellona flavipinnis_Grande;13000;13000
Puerto Principal (Leticia)_Brycon amazonicus_Grande;12000;21245
Puerto Principal (Leticia)_Colossoma macropomum_Pequeño;12000;15600
Plaza de mercado (La Dorada)_Chaetostoma brevilabiatum_Revuelto;3870;8590
Río San Miguel_Prochilodus rubrotaeniatus_Mediano;14000;14000
Río San Miguel_Brycon hilarii_Mediano;16000;16000
Puerto principal (San Vicente del Caguán)_Leiarius marmoratus_Revuelto;18000;18000
Cooperativas - Pueblo Nuevo_Prionotus spp. ppalmente prionotus horrens_Revuelto;3000;4000
Cooperativas - Pueblo Nuevo_Caulolatilus affinis_Revuelto;4500;5000
Cooperativas - Pueblo Nuevo_Epinephelus quinquefasciatus_Pescado especial;17000;20000
Mapiripán_Pellona castelnaeana_Revuelto;2000;4000
San Antonio de Padua_Hoplias malabaricus_Mediano;1520;2000
San Antonio de Padua_Sternopygus aequilabiatus_Revuelto;1600;2000
San Antonio de Padua_Colossoma macropomum_Revuelto;10000;10000
San Antonio de Padua_Sturisomatichthys panamensis_Mediano;800;2000
Distribuidoras de Tumaco_Epinephelus analogus_Grande;12000;17000
Distribuidoras de Tumaco_Thunnus albacares_Grande;7150;8850
Distribuidoras de Tumaco_Centropomus medius_Grande;9000;13000
San Antonio de Padua_Colossoma macropomum_Mediano;10000;10000
El Puerto (Tumaco)_Larimus effulgens_Grande;6050;6950
Distribuidoras de Tumaco_Lobotes pacifica_Grande;11000;16000
Distribuidoras de Tumaco_Otros menudo_Pescado menudo;2500;3500
Tagachí_Prochilodus magdalenae_Pequeño;1200;2000
Puerto Boyacá_Sternopygus aequilabiatus_Revuelto;6000;8000
Puerto Boyacá_Salminus affinis_Revuelto;17000;20000
Distribuidoras de Tumaco_Cynoponticus coniceps_Grande;5000;6000
Distribuidoras de Tumaco_Lutjanus guttatus_Varios tamaños;20000;20000
Puerto Boyacá_Panaque cochliodon_Revuelto;7000;12000
El Muelle (Puerto López)_Serrasalmus rhombeus_Revuelto;6000;7750
El Muelle (Puerto López)_Schizodon scotorhabdotus_Revuelto;5600;8000
Distribuidoras de Tumaco_Panulirus gracilis_Grande;32000;39200
Distribuidoras de Tumaco_Sphyraena ensis_Grande;10000;11000
Cooperativas - Pueblo Nuevo_Caulolatilus affinis_Grande;5000;6000
Cooperativas - Pueblo Nuevo_Hoplopagrus guentherii_Grande;9500;14600
Milagros de la Mar_Brotula clarkae_Pequeño;10000;10000
Distribuidoras de Tumaco_Hyporthodus niphobles_Grande;10700;16650
La Plata - Bahía Málaga_Caranx sexfasciatus_Varios tamaños;2500;3000
La Plata - Bahía Málaga_Epinephelus analogus_Varios tamaños;7000;7000
La Plata - Bahía Málaga_Notarius troschelii_Varios tamaños;4000;4000
La Plata - Bahía Málaga_Genyatremus pacifici_Varios tamaños;2500;3000
La Isla de los Palacios_Sturisomatichthys panamensis_Revuelto;900;1050
El Puerto (Puerto Carreño)_Brachyplatystoma juruense_Pequeño;5450;7550
Muelle La Samaritana_Cynoscion albus_Grande;22000;22000
Muelle La Samaritana_Lobotes pacifica_Grande;10000;12000
Muelle La Samaritana_Centropomus medius_Grande;12000;12000
Muelle Las Flores_Menticirrhus spp._Grande;8000;8000
Muelle La Samaritana_Mugil cephalus_Grande;10000;10000
Casco Urbano (Arauca)_Sorubim lima_Revuelto;4000;4500
Casco Urbano (Arauca)_Ageneiosus inermis_Revuelto;4000;4500
Casco Urbano (Arauca)_Hemisorubim platyrhynchos_Revuelto;3600;4500
Casco Urbano (Arauca)_Leiarius marmoratus_Revuelto;6000;6000
Cartagena del Chairá_Pinirampus pirinampu_Revuelto;12000;14100
Cartagena del Chairá_Pimelodus blochii_Revuelto;14000;14000
Cartagena del Chairá_Hemisorubim platyrhynchos_Revuelto;12000;14750
Casco Urbano (Arauca)_Megaleporinus sp. 1_Revuelto;4000;5400
Casco Urbano (Arauca)_Pseudoplatystoma metaense_Grande;10000;14000
San Alejandro_Hoplias malabaricus_Revuelto;800;1400
Bazán La Bocana_Lutjanus argentiventris_Grande;18000;18000
Clarinetero_Hoplias malabaricus_Mediano;3000;3000
Bazán La Bocana_Panulirus gracilis_Revuelto;50000;60000
Bajito Vaquería_Coryphaena hippurus_Grande;7950;8000
Malecón (Puerto Gaitán)_Mylossoma albiscopum_Revuelto;6000;7300
Malecón (Puerto Gaitán)_Brycon sp._Revuelto;14000;14000
Malecón (Puerto Gaitán)_Zungaro zungaro_Revuelto;14000;18000
Malecón (Puerto Gaitán)_Plagioscion squamosissimus_Revuelto;6000;6000
Malecón (Puerto Gaitán)_Brachyplatystoma vaillantii_Revuelto;10000;12000
Juanchaco_Lutjanus peru_Platero (para pargos);25000;27000
Juanchaco_Lutjanus peru_Mediano;15000;17000
Juanchaco_Sciades dowii_Grande;6000;7000
Juanchaco_Hemiramphus saltator_Grande;3000;5000
Juanchaco_Kyphosus ocyurus_Pequeño;5000;5000
Juanchaco_Lutjanus peru_Grande;15000;16000
Juanchaco_Caulolatilus affinis_Varios tamaños;3000;4800
La Ensenada_Diapterus brevirostris_Revuelto;2500;2500
La Ensenada_Paralonchurus dumerilii_Revuelto;2500;2500
La Ensenada_Notarius troschelii_Revuelto;3500;4025
La Ensenada_Bagre panamensis_Revuelto;2500;2500
Vigía_Centropomus armatus_Grande;12000;12900
Puerto Boyacá_Brycon moorei_Revuelto;16950;20000
Pesqueras - Pueblo Nuevo_Euthynnus lineatus_Grande;3300;6000
Pesqueras - Pueblo Nuevo_Thunnus alalunga_Grande;4800;9000
Pesqueras - Pueblo Nuevo_Diapterus brevirostris_Grande;5000;7000
Pesqueras - Pueblo Nuevo_Bagre panamensis_Revuelto;2500;2500
Pesqueras - Pueblo Nuevo_Trachinotus paitensis_Grande;5000;5000
Pesqueras - Pueblo Nuevo_Peprilus medius_Varios tamaños;5000;5000
Pesqueras - Pueblo Nuevo_Macrodon mordax_Grande;13000;14350
Puerto Kenedy_Sternopygus aequilabiatus_Mediano;8000;8000
El Muelle (Barrancabermeja)_Sternopygus aequilabiatus_Revuelto;1600;2055
El Muelle (Barrancabermeja)_Caquetaia kraussii_Revuelto;1800;4000
Galería (Guapi)_Parapsettus panamensis_Revuelto;10000;13750
El Malecón (Neiva)_Leporellus vittatus_Revuelto;8900;12000
El Malecón (Neiva)_Rhamdia guatemalensis_Revuelto;6400;10000
Santa Cruz - Naya_Cynoscion albus_Grande;12000;13000
Santa Cruz - Naya_Sciades dowii_Grande;5950;10100
Puerto (Orocué)_Sorubimichthys planiceps_Revuelto;10000;12000
Santa Cruz - Naya_Sciades dowii_Mediano;5250;9750
Puerto (Orocué)_Pygocentrus cariba_Revuelto;7000;8000
Betania - Naya_Notarius troschelii_Pequeño;3750;3750
La Punta - Firme Cifuentes_Notarius troschelii_Revuelto;5000;5000
La Punta - Firme Cifuentes_Sciades dowii_Grande;6000;7000
Betania - Naya_Bagre panamensis_Pequeño;3750;4250
Puerto Cabuyaro_Sorubimichthys planiceps_Grande;16000;16000
Puerto Cabuyaro_Calophysus macropterus_Revuelto;12000;17000
Muelle Seco - Pueblo Nuevo_Bairdiella ensifera_Grande;8000;9000
Muelle Seco - Pueblo Nuevo_Caranx caballus_Grande;4200;6800
Muelle Seco - Pueblo Nuevo_Bagre pinnimaculatus_Grande;8000;9000
La Pedrera_Prochilodus nigricans_Pequeño;10000;10000
La Pedrera_Mylossoma aureum_Pequeño;10000;10000
La Pedrera_Brachyplatystoma vaillantii_Mediano;10000;10000
Puerto Principal (Leticia)_Hypophthalmus marginatus_Pequeño;7320;11900
Puerto Principal (Leticia)_Phractocephalus hemioliopterus_Pequeño;5775;7125
Puerto Principal (Leticia)_Pseudoplatystoma tigrinum_Pequeño;9000;11320
Puerto Principal (Leticia)_Chaetobranchus semifasciatus_Revuelto;12000;12000
Muelle Seco - Pueblo Nuevo_Scomberomorus sierra_Pequeño;7000;10600
Muelle Seco - Pueblo Nuevo_Euthynnus lineatus_Grande;4350;6000
Puerto Principal (Leticia)_Mylossoma albiscopum_Mediano;9640;13000
Puerto Principal (Leticia)_Ageneiosus inermis_Mediano;6000;6000
Puerto Principal (Leticia)_Brachyplatystoma platynemum_Revuelto;8100;8100
Puente Pindo_Cynoscion squamipinnis_Grande;18000;18300
Soledad Pueblito_Menticirrhus spp._Revuelto;16000;16000
La Tagua_Boulengerella lucius_Pequeño;8000;8000
La Pedrera_Piaractus brachypomus_Mediano;10000;10000
La Pedrera_Calophysus macropterus_Mediano;10000;10000
La Pedrera_Brachyplatystoma filamentosum_Grande;13000;15000
La Pedrera_Brachyplatystoma rousseauxii_Grande;13000;15000
Punta Bonita_Euthynnus lineatus_Grande;3000;3750
Punta Bonita_Cathorops fuerthii_Revuelto;3000;3000
Punta Bonita_Cynoscion phoxocephalus_Revuelto;12000;14000
Punta Bonita_Larimus argenteus_Revuelto;7000;7000
Punta Bonita_Polydactylus opercularis_Revuelto;7000;7000
La Tagua_Pseudoplatystoma punctifer_Grande;15000;16000
Marriaga_Bagre bagre_Grande;7000;7000
San Miguel (Puerto Gaitán)_Brachyplatystoma vaillantii_Revuelto;8000;10000
San Miguel (Puerto Gaitán)_Pseudoplatystoma orinocoense_Grande;12000;14000
San Miguel (Puerto Gaitán)_Plagioscion squamosissimus_Revuelto;4000;5000
San Miguel (Puerto Gaitán)_Pterodoras rivasi_Pequeño;2000;2000
Muelles del Camarón_Sciades dowii_Mediano;9000;9000
Muelles del Camarón_Larimus effulgens_Grande;7525;7975
Muelles del Camarón_Otros pescadilla_Grande;7525;7975
Muelles del Camarón_Cynoscion phoxocephalus_Mediano;8000;12000
Puerto del Pescado (San José Del Guaviare)_Plagioscion squamosissimus_Pequeño;6000;6000
San Miguel (Puerto Gaitán)_Sorubim lima_Revuelto;5650;6700
San Miguel (Puerto Gaitán)_Pseudoplatystoma metaense_Grande;12000;14000
San Miguel (Puerto Gaitán)_Sorubimichthys planiceps_Grande;8000;11550
Pesqueras - Pueblo Nuevo_Hyporthodus acanthistius_Pequeño;5500;7000
Paujil_Cichla orinocensis_Varios tamaños;5700;5700
Paujil_Curimata cerasina_Revuelto;3610;6200
Paujil_Leiarius marmoratus_Revuelto;3610;6660
Pesqueras - Pueblo Nuevo_Cynoponticus coniceps_Grande;6000;7000
Puerto de Gamarra_Pimelodus grosskopfii_Revuelto;6000;10000
San Miguel (Puerto Gaitán)_Brachyplatystoma platynemum_Grande;12000;14000
San Miguel (Puerto Gaitán)_Brachyplatystoma juruense_Grande;12100;13900
Plaza de mercado (La Dorada)_Cynopotamus magdalenae_Revuelto;3110;3290
Plaza de mercado (La Dorada)_Isorineloricaria tenuicauda_Revuelto;2800;6600
San Miguel (Puerto Gaitán)_Pterodoras rivasi_Revuelto;2000;2000
Limones_Bagre pinnimaculatus_Grande;3500;19250
Cartagena del Chairá_Brachyplatystoma rousseauxii_Revuelto;20000;21000
Curillo_Piaractus brachypomus_Mediano;18000;18000
Puerto de Gamarra_Brycon moorei_Revuelto;9100;14000
Puerto de Gamarra_Prochilodus magdalenae_Revuelto;3800;19000
Quiroga_Centropomus armatus_Grande;12000;12000
Quiroga_Cynoscion phoxocephalus_Grande;12000;12000
Puerto de Gamarra_Curimata mivartii_Revuelto;2000;5100
Puerto de Gamarra_Megaleporinus muyscorum_Revuelto;2680;7720
Puerto Boyacá_Pseudopimelodus magnus_Revuelto;6000;7600
Desembarcadero (Murindó)_Caquetaia kraussii_Revuelto;8000;8000
Paujil_Myloplus schomburgkii_Revuelto;3600;6500
Clarinetero_Colossoma macropomum_Grande;10950;12000
Clarinetero_Piaractus orinoquensis_Pequeño;6000;6000
La Casa del Pescador_Sphyraena ensis_Pequeño;7100;9800
Policía fluvial (Quibdó)_Hoplias malabaricus_Revuelto;7000;7000
Policía fluvial (Quibdó)_Rhamdia guatemalensis_Mediano;5000;5000
Policía fluvial (Quibdó)_Hypostomus hondae_Mediano;6000;6000
Policía fluvial (Quibdó)_Pimelodus punctatus_Revuelto;6000;6000
Policía fluvial (Quibdó)_Pseudopimelodus sp. 1_Mediano;10000;10000
Policía fluvial (Quibdó)_Ageneiosus pardalis_Mediano;15000;15000
Policía fluvial (Quibdó)_Cynopotamus atratoensis_Mediano;6000;6000
Policía fluvial (Quibdó)_Pseudopimelodus sp. 1_Revuelto;10000;10000
Policía fluvial (Quibdó)_Pimelodus punctatus_Mediano;6000;6000
Policía fluvial (Quibdó)_Ageneiosus pardalis_Revuelto;15000;15000
Policía fluvial (Quibdó)_Pseudopimelodus sp. 1_Pequeño;10000;10000
Policía fluvial (Quibdó)_Sternopygus aequilabiatus_Revuelto;8000;8000
Cooperativas - Pueblo Nuevo_Nebris occidentalis_Revuelto;7000;14600
Puerto principal (San Vicente del Caguán)_Brycon hilarii_Revuelto;18000;19000
Policía fluvial (Quibdó)_Sternopygus aequilabiatus_Mediano;8000;8000
El Puerto (Puerto Carreño)_Brachyplatystoma juruense_Mediano;8000;12250
El Puerto (Puerto Carreño)_Brachyplatystoma vaillantii_Pequeño;2500;7100
El Puerto (Puerto Carreño)_Brachyplatystoma platynemum_Varios tamaños;4250;8600
El Muelle (Puerto López)_Brycon whitei_Revuelto;10000;10000
Mapiripán_Brachyplatystoma juruense_Pequeño;12000;12000
Mapiripán_Piaractus orinoquensis_Revuelto;10000;16000
Puerto principal (San Vicente del Caguán)_Zungaro zungaro_Revuelto;18000;19300
Puerto (Arauquita)_Prochilodus mariae_Grande;9050;9950
Milagros de la Mar_Caranx caballus_Revuelto;4000;6000
Milagros de la Mar_Centropomus medius_Mediano;7000;7000
Milagros de la Mar_Panulirus gracilis_Grande;30000;35000
Milagros de la Mar_Conodon serrifer_Grande;8000;8000
La Isla de los Palacios_Hoplias malabaricus_Revuelto;1200;1800
La Isla de los Palacios_Caquetaia kraussii_Mediano;1200;1800
La Isla de los Palacios_Caquetaia kraussii_Revuelto;1200;1800
