Cuenca o Litoral;Grupo de especie;Formato;Especie;Nombre más común de la especie;Categoría comercial;Total
Magdalena;Peces;PezOseo;Pseudopimelodus atricaudus;Pejesapo;Revuelto;80
Magdalena;Peces;PezOseo;Pseudopimelodus magnus;Tucunare;Mediano;1
Magdalena;Peces;PezOseo;Pseudopimelodus magnus;Tucunare;Revuelto;1055
Magdalena;Peces;PezOseo;Pseudoplatystoma magdaleniatum;Bagre rayado;Grande;3167
Magdalena;Peces;PezOseo;Pseudoplatystoma magdaleniatum;Bagre rayado;Mediano;1366
Magdalena;Peces;PezOseo;Pseudoplatystoma magdaleniatum;Bagre rayado;Pequeño;1768
Magdalena;Peces;PezOseo;Pseudoplatystoma magdaleniatum;Bagre rayado;Revuelto;8933
Magdalena;Peces;PezOseo;Pterygoplichthys undecimalis;Coroncoro;Revuelto;31
Magdalena;Peces;PezOseo;Rhamdia guatemalensis;Guabina;Revuelto;15
Magdalena;Peces;PezOseo;Salminus affinis;Picúa;Grande;1
Magdalena;Peces;PezOseo;Salminus affinis;Picúa;Pequeño;1
Magdalena;Peces;PezOseo;Salminus affinis;Picúa;Revuelto;1174
Magdalena;Peces;PezOseo;Sorubim cuspicaudus;Blanquillo;Grande;339
Magdalena;Peces;PezOseo;Sorubim cuspicaudus;Blanquillo;Mediano;258
Magdalena;Peces;PezOseo;Sorubim cuspicaudus;Blanquillo;Pequeño;249
Magdalena;Peces;PezOseo;Sorubim cuspicaudus;Blanquillo;Revuelto;13396
Magdalena;Peces;PezOseo;Spatuloricaria fimbriata;Caitolé;Revuelto;1
Magdalena;Peces;PezOseo;Spatuloricaria gymnogaster;Zapatero;Revuelto;453
Magdalena;Peces;PezOseo;Sternopygus aequilabiatus;Mayupa;Revuelto;1130
Magdalena;Peces;PezOseo;Trichopodus pectoralis;Barbona;Revuelto;5
Magdalena;Peces;PezOseo;Triportheus magdalenae;Arenca;Grande;91
Magdalena;Peces;PezOseo;Triportheus magdalenae;Arenca;Revuelto;373
Orinoquía;Peces;PezOseo;Acestrorhynchus microlepis;Agujeta;Mediano;1
Orinoquía;Peces;PezOseo;Acestrorhynchus microlepis;Agujeta;Pequeño;9
Orinoquía;Peces;PezOseo;Acestrorhynchus microlepis;Agujeta;Revuelto;13
Orinoquía;Peces;PezOseo;Acestrorhynchus microlepis;Agujeta;Varios tamaños;9
Orinoquía;Peces;PezOseo;Aequidens metae;Viejita;Pequeño;1
Orinoquía;Peces;PezOseo;Aequidens tetramerus;Viejita;Pequeño;2
Orinoquía;Peces;PezOseo;Aequidens tetramerus;Viejita;Revuelto;4
Orinoquía;Peces;PezOseo;Ageneiosus dentatus;Gato macho;Revuelto;4
Orinoquía;Peces;PezOseo;Ageneiosus spp.;Doncella;Revuelto;7
Orinoquía;Peces;PezOseo;Ageneiosus inermis;Pavón chancleto;Grande;80
Orinoquía;Peces;PezOseo;Ageneiosus inermis;Pavón chancleto;Mediano;9
Orinoquía;Peces;PezOseo;Ageneiosus inermis;Pavón chancleto;Pequeño;52
Orinoquía;Peces;PezOseo;Ageneiosus inermis;Pavón chancleto;Revuelto;855
Orinoquía;Peces;PezOseo;Ageneiosus inermis;Pavón chancleto;Varios tamaños;287
Orinoquía;Peces;PezOseo;Anodus orinocensis;Saltón;Pequeño;12
Orinoquía;Peces;PezOseo;Anodus orinocensis;Saltón;Revuelto;20
Orinoquía;Peces;PezOseo;Anodus orinocensis;Saltón;Varios tamaños;23
Orinoquía;Peces;PezOseo;Aphanotorulus ammophilus;Afanotorulo;Revuelto;4
Orinoquía;Peces;PezOseo;Aphanotorulus ammophilus;Afanotorulo;Varios tamaños;2
Orinoquía;Peces;PezOseo;Aphanotorulus emarginatus;Cucha amarilla;Grande;14
Orinoquía;Peces;PezOseo;Aphanotorulus emarginatus;Cucha amarilla;Mediano;1
Orinoquía;Peces;PezOseo;Aphanotorulus emarginatus;Cucha amarilla;Pequeño;1
Orinoquía;Peces;PezOseo;Aphanotorulus emarginatus;Cucha amarilla;Revuelto;40
Orinoquía;Peces;PezOseo;Arapaima gigas;Pirarucú;Revuelto;3
Orinoquía;Peces;PezOseo;Astronotus mikoljii;Oscar;Grande;3
Orinoquía;Peces;PezOseo;Astronotus mikoljii;Oscar;Mediano;1
Orinoquía;Peces;PezOseo;Astronotus mikoljii;Oscar;Pequeño;33
Orinoquía;Peces;PezOseo;Astronotus mikoljii;Oscar;Revuelto;162
Orinoquía;Peces;PezOseo;Astronotus mikoljii;Oscar;Varios tamaños;119
Orinoquía;Peces;PezOseo;Boulengerella cuvieri;Agujeto;Revuelto;6
Orinoquía;Peces;PezOseo;Brachyplatystoma filamentosum;Valentón;Extragrande;1
Orinoquía;Peces;PezOseo;Brachyplatystoma filamentosum;Valentón;Grande;209
Orinoquía;Peces;PezOseo;Brachyplatystoma filamentosum;Valentón;Mediano;57
Orinoquía;Peces;PezOseo;Brachyplatystoma filamentosum;Valentón;Pequeño;12
Orinoquía;Peces;PezOseo;Brachyplatystoma filamentosum;Valentón;Revuelto;97
Orinoquía;Peces;PezOseo;Brachyplatystoma filamentosum;Valentón;Varios tamaños;6
Orinoquía;Peces;PezOseo;Brachyplatystoma juruense;Jugador listrado;Grande;265
Orinoquía;Peces;PezOseo;Brachyplatystoma juruense;Jugador listrado;Mediano;146
Orinoquía;Peces;PezOseo;Brachyplatystoma juruense;Jugador listrado;Pequeño;83
Orinoquía;Peces;PezOseo;Brachyplatystoma juruense;Jugador listrado;Revuelto;808
Orinoquía;Peces;PezOseo;Brachyplatystoma juruense;Jugador listrado;Varios tamaños;21
Orinoquía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Extragrande;1
Orinoquía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Grande;445
Orinoquía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Mediano;329
Orinoquía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Pequeño;225
Orinoquía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Revuelto;2333
Orinoquía;Peces;PezOseo;Brachyplatystoma platynemum;Baboso;Varios tamaños;32
Orinoquía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Grande;1237
Orinoquía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Mediano;241
Orinoquía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Pequeño;17
Orinoquía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Revuelto;1020
Orinoquía;Peces;PezOseo;Brachyplatystoma rousseauxii;Doradoplateado;Varios tamaños;27
Orinoquía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Grande;344
Orinoquía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Mediano;56
Orinoquía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Pequeño;76
Orinoquía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Revuelto;3416
Orinoquía;Peces;PezOseo;Brachyplatystoma vaillantii;Pirabutón;Varios tamaños;1198
Orinoquía;Peces;PezOseo;Brycon amazonicus;Sábalo;Grande;136
Orinoquía;Peces;PezOseo;Brycon amazonicus;Sábalo;Mediano;36
Orinoquía;Peces;PezOseo;Brycon amazonicus;Sábalo;Pequeño;103
Orinoquía;Peces;PezOseo;Brycon amazonicus;Sábalo;Revuelto;929
Orinoquía;Peces;PezOseo;Brycon amazonicus;Sábalo;Varios tamaños;377
Orinoquía;Peces;PezOseo;Brycon sp.;Singo;Mediano;1
Orinoquía;Peces;PezOseo;Brycon sp.;Singo;Revuelto;79
Orinoquía;Peces;PezOseo;Brycon whitei;Yamuseta;Pequeño;3
Orinoquía;Peces;PezOseo;Brycon whitei;Yamuseta;Revuelto;23
Orinoquía;Peces;PezOseo;Calophysus macropterus;Simi mota juvenil;Grande;31
Orinoquía;Peces;PezOseo;Calophysus macropterus;Simi mota juvenil;Mediano;2
Orinoquía;Peces;PezOseo;Calophysus macropterus;Simi mota juvenil;Pequeño;7
Orinoquía;Peces;PezOseo;Calophysus macropterus;Simi mota juvenil;Revuelto;413
Orinoquía;Peces;PezOseo;Calophysus macropterus;Simi mota juvenil;Varios tamaños;37
Orinoquía;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Pequeño;1
Orinoquía;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Revuelto;46
Orinoquía;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Varios tamaños;3
Orinoquía;Peces;PezOseo;Cephalosilurus apurensis;Rambosapo;Grande;2
Orinoquía;Peces;PezOseo;Cephalosilurus apurensis;Rambosapo;Mediano;1
Orinoquía;Peces;PezOseo;Cephalosilurus apurensis;Rambosapo;Revuelto;17
Orinoquía;Peces;PezOseo;Chalceus epakros;Ararí de línea;Pequeño;2
Orinoquía;Peces;PezOseo;Chalceus epakros;Ararí de línea;Revuelto;7
Orinoquía;Peces;PezOseo;Chalceus epakros;Ararí de línea;Varios tamaños;6
Orinoquía;Peces;PezOseo;Cichla orinocensis;Tucunaré;Grande;1
Orinoquía;Peces;PezOseo;Cichla orinocensis;Tucunaré;Mediano;4
Orinoquía;Peces;PezOseo;Cichla orinocensis;Tucunaré;Pequeño;57
Orinoquía;Peces;PezOseo;Cichla orinocensis;Tucunaré;Revuelto;223
Orinoquía;Peces;PezOseo;Cichla orinocensis;Tucunaré;Varios tamaños;138
Orinoquía;Peces;PezOseo;Cichla temensis;Tucunaré;Grande;1
Orinoquía;Peces;PezOseo;Cichla temensis;Tucunaré;Pequeño;8
Orinoquía;Peces;PezOseo;Cichla temensis;Tucunaré;Revuelto;23
Orinoquía;Peces;PezOseo;Cichla temensis;Tucunaré;Varios tamaños;15
Orinoquía;Peces;PezOseo;Colossoma macropomum;Cachama negra;Grande;102
Orinoquía;Peces;PezOseo;Colossoma macropomum;Cachama negra;Mediano;20
Orinoquía;Peces;PezOseo;Colossoma macropomum;Cachama negra;Pequeño;114
Orinoquía;Peces;PezOseo;Colossoma macropomum;Cachama negra;Revuelto;285
Orinoquía;Peces;PezOseo;Colossoma macropomum;Cachama negra;Varios tamaños;76
Orinoquía;Peces;PezOseo;Crenicichla sp.;Mataguaro Ventuari;Pequeño;2
Orinoquía;Peces;PezOseo;Crenicichla sp.;Mataguaro Ventuari;Revuelto;26
Orinoquía;Peces;PezOseo;Crenicichla sp.;Mataguaro Ventuari;Varios tamaños;10
Orinoquía;Peces;PezOseo;Crenicichla sp. 2;Mataguaro rojo;Pequeño;39
Orinoquía;Peces;PezOseo;Crenicichla sp. 2;Mataguaro rojo;Revuelto;14
Orinoquía;Peces;PezOseo;Crenicichla sp. 2;Mataguaro rojo;Varios tamaños;10
Orinoquía;Peces;PezOseo;Curimata cerasina;Pechiroja;Pequeño;30
Orinoquía;Peces;PezOseo;Curimata cerasina;Pechiroja;Revuelto;22
Orinoquía;Peces;PezOseo;Curimata cerasina;Pechiroja;Varios tamaños;26
Orinoquía;Peces;PezOseo;Duopalatinus peruanus;Roncador;Revuelto;43
Orinoquía;Peces;PezOseo;Duopalatinus peruanus;Roncador;Varios tamaños;14
Orinoquía;Peces;PezOseo;Exallodontus aguanai;Capitán amarillo;Revuelto;77
Orinoquía;Peces;PezOseo;Geophagus abalios;Juan viejo;Revuelto;2
Orinoquía;Peces;PezOseo;Hemisorubim platyrhynchos;Bagre dormilón;Mediano;1
Orinoquía;Peces;PezOseo;Hemisorubim platyrhynchos;Bagre dormilón;Pequeño;2
Orinoquía;Peces;PezOseo;Hemisorubim platyrhynchos;Bagre dormilón;Revuelto;310
Orinoquía;Peces;PezOseo;Hemisorubim platyrhynchos;Bagre dormilón;Varios tamaños;21
Orinoquía;Peces;PezOseo;Hoplarchus psittacus;Mojarra lora;Pequeño;4
Orinoquía;Peces;PezOseo;Hoplarchus psittacus;Mojarra lora;Revuelto;2
Orinoquía;Peces;PezOseo;Hoplarchus psittacus;Mojarra lora;Varios tamaños;12
Orinoquía;Peces;PezOseo;Hoplerythrinus unitaeniatus;Pejedulce shuyo;Pequeño;10
Orinoquía;Peces;PezOseo;Hoplerythrinus unitaeniatus;Pejedulce shuyo;Revuelto;23
Orinoquía;Peces;PezOseo;Hoplerythrinus unitaeniatus;Pejedulce shuyo;Varios tamaños;16
Orinoquía;Peces;PezOseo;Hoplias curupira;Guabina común;Grande;1
Orinoquía;Peces;PezOseo;Hoplias curupira;Guabina común;Mediano;3
Orinoquía;Peces;PezOseo;Hoplias curupira;Guabina común;Pequeño;70
Orinoquía;Peces;PezOseo;Hoplias curupira;Guabina común;Revuelto;202
Orinoquía;Peces;PezOseo;Hoplias curupira;Guabina común;Varios tamaños;149
Orinoquía;Peces;PezOseo;Hoplias malabaricus;Moncholo;Grande;1
Orinoquía;Peces;PezOseo;Hoplias malabaricus;Moncholo;Mediano;1
Orinoquía;Peces;PezOseo;Hoplias malabaricus;Moncholo;Pequeño;1
Orinoquía;Peces;PezOseo;Hoplias malabaricus;Moncholo;Revuelto;16
Orinoquía;Peces;PezOseo;Hoplias malabaricus;Moncholo;Varios tamaños;67
Orinoquía;Peces;PezOseo;Hoplosternum littorale;Curito;Revuelto;106
Orinoquía;Peces;PezOseo;Hoplosternum littorale;Curito;Varios tamaños;19
Orinoquía;Peces;PezOseo;Hydrolycus armatus;Payara;Grande;167
Orinoquía;Peces;PezOseo;Hydrolycus armatus;Payara;Mediano;33
Orinoquía;Peces;PezOseo;Hydrolycus armatus;Payara;Pequeño;183
Orinoquía;Peces;PezOseo;Hydrolycus armatus;Payara;Revuelto;1267
Orinoquía;Peces;PezOseo;Hydrolycus armatus;Payara;Varios tamaños;142
Orinoquía;Peces;PezOseo;Hydrolycus scomberoides;Perro payara;Revuelto;15
Orinoquía;Peces;PezOseo;Hydrolycus wallacei;Payala;Pequeño;33
Orinoquía;Peces;PezOseo;Hydrolycus wallacei;Payala;Revuelto;49
Orinoquía;Peces;PezOseo;Hydrolycus wallacei;Payala;Varios tamaños;24
Orinoquía;Peces;PezOseo;Hypophthalmus edentatus;Mapará cabeza grande;Grande;44
Orinoquía;Peces;PezOseo;Hypophthalmus edentatus;Mapará cabeza grande;Pequeño;20
Orinoquía;Peces;PezOseo;Hypophthalmus edentatus;Mapará cabeza grande;Revuelto;25
Orinoquía;Peces;PezOseo;Hypophthalmus edentatus;Mapará cabeza grande;Varios tamaños;55
Orinoquía;Peces;PezOseo;Hypophthalmus sp. 1;Faisán;Revuelto;44
Orinoquía;Peces;PezOseo;Hypostomus plecostomus;Corroncho;Revuelto;2
Orinoquía;Peces;PezOseo;Hypostomus spp.;Hypostomo;Revuelto;1
Orinoquía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Grande;113
Orinoquía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Mediano;15
Orinoquía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Pequeño;64
Orinoquía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Revuelto;800
Orinoquía;Peces;PezOseo;Leiarius marmoratus;Barbudo yaque;Varios tamaños;201
Orinoquía;Peces;PezOseo;Leiarius sp. 1;Barbudo negro;Mediano;1
Orinoquía;Peces;PezOseo;Leporinus agassizii;Omima;Grande;1
Orinoquía;Peces;PezOseo;Leporinus agassizii;Omima;Revuelto;17
Orinoquía;Peces;PezOseo;Leporinus fasciatus;Leporino rayado;Pequeño;9
Orinoquía;Peces;PezOseo;Leporinus fasciatus;Leporino rayado;Revuelto;16
Orinoquía;Peces;PezOseo;Leporinus fasciatus;Leporino rayado;Varios tamaños;51
Orinoquía;Peces;PezOseo;Leporinus friderici;Omima gavilán;Mediano;1
Orinoquía;Peces;PezOseo;Leporinus friderici;Omima gavilán;Revuelto;23
Orinoquía;Peces;PezOseo;Leporinus friderici;Omima gavilán;Varios tamaños;17
Orinoquía;Peces;PezOseo;Leporinus klausewitzi;Guaracú;Revuelto;6
Orinoquía;Peces;PezOseo;Leporinus klausewitzi;Guaracú;Varios tamaños;1
Orinoquía;Peces;PezOseo;Megaleporinus sp. 1;Cabeza de manteco;Grande;5
Orinoquía;Peces;PezOseo;Megaleporinus sp. 1;Cabeza de manteco;Revuelto;225
Orinoquía;Peces;PezOseo;Megaleporinus sp. 1;Cabeza de manteco;Varios tamaños;66
Orinoquía;Peces;PezOseo;Megalodoras guayoensis;Mata caiman;Grande;2
Orinoquía;Peces;PezOseo;Megalodoras guayoensis;Mata caiman;Mediano;1
Orinoquía;Peces;PezOseo;Megalodoras guayoensis;Mata caiman;Pequeño;4
Orinoquía;Peces;PezOseo;Megalodoras guayoensis;Mata caiman;Revuelto;18
Orinoquía;Peces;PezOseo;Megalodoras guayoensis;Mata caiman;Varios tamaños;4
Orinoquía;Peces;PezOseo;Megalonema platycephalum;Brillante;Revuelto;51
Orinoquía;Peces;PezOseo;Metynnis hypsauchen;Moneda;Pequeño;1
Orinoquía;Peces;PezOseo;Myloplus asterias;Garopa;Grande;1
Orinoquía;Peces;PezOseo;Myloplus asterias;Garopa;Pequeño;31
Orinoquía;Peces;PezOseo;Myloplus asterias;Garopa;Revuelto;30
Orinoquía;Peces;PezOseo;Myloplus asterias;Garopa;Varios tamaños;60
Orinoquía;Peces;PezOseo;Myloplus schomburgkii;Gancho azul;Revuelto;5
Orinoquía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Grande;104
Orinoquía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Mediano;14
Orinoquía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Pequeño;149
Orinoquía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Revuelto;1992
Orinoquía;Peces;PezOseo;Mylossoma albiscopum;Palometa;Varios tamaños;1042
Orinoquía;Peces;PezOseo;Mylossoma aureum;Palometa;Grande;15
Orinoquía;Peces;PezOseo;Mylossoma aureum;Palometa;Mediano;1
Orinoquía;Peces;PezOseo;Mylossoma aureum;Palometa;Pequeño;2
Orinoquía;Peces;PezOseo;Mylossoma aureum;Palometa;Revuelto;11
Orinoquía;Peces;PezOseo;Mylossoma aureum;Palometa;Varios tamaños;1
Orinoquía;Peces;PezOseo;Oxydoras niger;Sierra copora;Revuelto;2
Orinoquía;Peces;PezOseo;Oxydoras sifontesi;Sierra copora;Grande;57
Orinoquía;Peces;PezOseo;Oxydoras sifontesi;Sierra copora;Mediano;6
Orinoquía;Peces;PezOseo;Oxydoras sifontesi;Sierra copora;Pequeño;77
Orinoquía;Peces;PezOseo;Oxydoras sifontesi;Sierra copora;Revuelto;259
Orinoquía;Peces;PezOseo;Oxydoras sifontesi;Sierra copora;Varios tamaños;124
Orinoquía;Peces;PezOseo;Pachypops fourcroi;Burra;Pequeño;5
Orinoquía;Peces;PezOseo;Pachypops fourcroi;Burra;Revuelto;1
Orinoquía;Peces;PezOseo;Panaque nigrolineatus;Cucha real;Grande;1
Orinoquía;Peces;PezOseo;Panaque nigrolineatus;Cucha real;Revuelto;8
Orinoquía;Peces;PezOseo;Pellona castelnaeana;Arenga amarilla;Grande;83
Orinoquía;Peces;PezOseo;Pellona castelnaeana;Arenga amarilla;Mediano;13
Orinoquía;Peces;PezOseo;Pellona castelnaeana;Arenga amarilla;Pequeño;44
Orinoquía;Peces;PezOseo;Pellona castelnaeana;Arenga amarilla;Revuelto;32
Orinoquía;Peces;PezOseo;Pellona castelnaeana;Arenga amarilla;Varios tamaños;67
Orinoquía;Peces;PezOseo;Pellona flavipinnis;Arenca blanca;Grande;1
Orinoquía;Peces;PezOseo;Pellona flavipinnis;Arenca blanca;Pequeño;8
Orinoquía;Peces;PezOseo;Pellona flavipinnis;Arenca blanca;Revuelto;52
Orinoquía;Peces;PezOseo;Pellona flavipinnis;Arenca blanca;Varios tamaños;10
Orinoquía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Extragrande;1
Orinoquía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Grande;800
Orinoquía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Mediano;79
Orinoquía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Pequeño;107
Orinoquía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Revuelto;441
Orinoquía;Peces;PezOseo;Phractocephalus hemioliopterus;Cajaro;Varios tamaños;288
Orinoquía;Peces;PezOseo;Piaractus orinoquensis;Cachama blanca;Grande;324
Orinoquía;Peces;PezOseo;Piaractus orinoquensis;Cachama blanca;Mediano;83
Orinoquía;Peces;PezOseo;Piaractus orinoquensis;Cachama blanca;Pequeño;389
Orinoquía;Peces;PezOseo;Piaractus orinoquensis;Cachama blanca;Revuelto;1155
Orinoquía;Peces;PezOseo;Piaractus orinoquensis;Cachama blanca;Varios tamaños;111
Orinoquía;Peces;PezOseo;Pimelodina flavipinnis;Mollejón;Pequeño;2
Orinoquía;Peces;PezOseo;Pimelodina flavipinnis;Mollejón;Revuelto;211
Orinoquía;Peces;PezOseo;Pimelodina flavipinnis;Mollejón;Varios tamaños;6
Orinoquía;Peces;PezOseo;Pimelodus albofasciatus;Cuatro líneas;Grande;1
Orinoquía;Peces;PezOseo;Pimelodus albofasciatus;Cuatro líneas;Revuelto;2
Orinoquía;Peces;PezOseo;Pimelodus blochii;Nicuro;Grande;87
Orinoquía;Peces;PezOseo;Pimelodus blochii;Nicuro;Mediano;3
Orinoquía;Peces;PezOseo;Pimelodus blochii;Nicuro;Pequeño;5
Orinoquía;Peces;PezOseo;Pimelodus blochii;Nicuro;Revuelto;2084
Orinoquía;Peces;PezOseo;Pimelodus blochii;Nicuro;Varios tamaños;3
Orinoquía;Peces;PezOseo;Pimelodus ornatus;Guacamayo;Revuelto;1
Orinoquía;Peces;PezOseo;Pimelodus ornatus;Guacamayo;Varios tamaños;3
Orinoquía;Peces;PezOseo;Pinirampus pirinampu;Barbiancho;Grande;212
Orinoquía;Peces;PezOseo;Pinirampus pirinampu;Barbiancho;Mediano;36
