Cuenca o Litoral;Estrato menor;Estrato;Sitio desembarco;Tipo de unidad;Mes;Epoca;Cuartil_inf;Cuartil_sup
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Puerto Arango;MA;11;Meses Epoca Alta;218.6;1385.2
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Puerto Arango;MA;12;Meses Epoca Alta;218.6;1385.2
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Puerto Arango;UEP;1;No patrón;174.049;5.046.375
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Puerto Arango;UEP;2;No patrón;174.049;5.046.375
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Puerto Arango;UTA;11;No patrón;215;215
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;IM;1;Meses Epoca Media;13.74;241.4
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;IM;2;Meses Epoca Baja;14;149
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;IM;3;Meses Epoca Baja;14;149
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;IM;4;Meses Epoca Media;13.74;241.4
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;IM;5;Meses Epoca Baja;14;149
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;IM;6;Meses Epoca Media;13.74;241.4
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;IM;7;Meses Epoca Alta;31.75;308
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;IM;8;Meses Epoca Media;13.74;241.4
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;IM;9;Meses Epoca Media;13.74;241.4
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;IM;10;Meses Epoca Media;13.74;241.4
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;IM;11;Meses Epoca Baja;14;149
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;IM;12;Meses Epoca Media;13.74;241.4
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;MA;1;Meses Epoca Alta;33.9;1835
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;MA;2;Meses Epoca Media;25.775;1014.5
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;MA;3;Meses Epoca Media;25.775;1014.5
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;MA;4;Meses Epoca Media;25.775;1014.5
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;MA;5;Meses Epoca Baja;21.25;313
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;MA;6;Meses Epoca Baja;21.25;313
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;MA;7;Meses Epoca Alta;33.9;1835
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;MA;8;Meses Epoca Media;25.775;1014.5
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;MA;9;Meses Epoca Media;25.775;1014.5
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;MA;10;Meses Epoca Media;25.775;1014.5
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;MA;11;Meses Epoca Media;25.775;1014.5
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;MA;12;Meses Epoca Baja;21.25;313
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;UEP;1;Meses Epoca Alta;3.54;161.2
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;UEP;2;Meses Epoca Alta;3.54;161.2
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;UEP;3;Meses Epoca Baja;6.59;20.05
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;UEP;4;Meses Epoca Media;7;26.625
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;UEP;5;Meses Epoca Baja;6.59;20.05
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;UEP;9;Meses Epoca Baja;6.59;20.05
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;UEP;10;Meses Epoca Media;7;26.625
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;UEP;11;Meses Epoca Media;7;26.625
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;UEP;12;Meses Epoca Baja;6.59;20.05
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;Muelle La Esmeralda;UTA;8;No patrón;6220;6220
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);MA;1;Meses Epoca Media;26.3;459.1
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);MA;2;Meses Epoca Media;26.3;459.1
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);MA;3;Meses Epoca Media;26.3;459.1
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);MA;4;Meses Epoca Media;26.3;459.1
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);MA;5;Meses Epoca Media;26.3;459.1
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);MA;6;Meses Epoca Baja;25.9;271.75
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);MA;7;Meses Epoca Baja;25.9;271.75
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);MA;8;Meses Epoca Alta;46.5;538
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);MA;9;Meses Epoca Alta;46.5;538
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);MA;10;Meses Epoca Media;26.3;459.1
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);MA;11;Meses Epoca Baja;25.9;271.75
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);MA;12;Meses Epoca Media;26.3;459.1
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);PM;1;Meses Epoca Media;17.4;143
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);PM;2;Meses Epoca Media;17.4;143
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);PM;3;Meses Epoca Media;17.4;143
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);PM;4;Meses Epoca Media;17.4;143
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);PM;5;Meses Epoca Baja;12;116.65
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);PM;6;Meses Epoca Media;17.4;143
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);PM;7;Meses Epoca Baja;12;116.65
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);PM;8;Meses Epoca Media;17.4;143
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);PM;9;Meses Epoca Media;17.4;143
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);PM;10;Meses Epoca Media;17.4;143
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);PM;11;Meses Epoca Alta;20.5;225
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);PM;12;Meses Epoca Alta;20.5;225
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);UEP;1;Meses Epoca Media;13.975;91.65
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);UEP;2;Meses Epoca Media;13.975;91.65
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);UEP;3;Meses Epoca Media;13.975;91.65
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);UEP;4;Meses Epoca Baja;11;67
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);UEP;5;Meses Epoca Baja;11;67
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);UEP;6;Meses Epoca Baja;11;67
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);UEP;7;Meses Epoca Media;13.975;91.65
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);UEP;8;Meses Epoca Alta;16.425;126.3
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);UEP;9;Meses Epoca Alta;16.425;126.3
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);UEP;10;Meses Epoca Alta;16.425;126.3
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);UEP;11;Meses Epoca Baja;11;67
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);UEP;12;Meses Epoca Media;13.975;91.65
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);UTA;2;Meses Epoca Media;87.9;389.4
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);UTA;3;Meses Epoca Media;87.9;389.4
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);UTA;4;Meses Epoca Media;87.9;389.4
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);UTA;5;Meses Epoca Media;87.9;389.4
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);UTA;6;Meses Epoca Media;87.9;389.4
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);UTA;7;Meses Epoca Baja;125.5;178.2
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);UTA;8;Meses Epoca Media;87.9;389.4
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);UTA;9;Meses Epoca Alta;195.2;476
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);UTA;10;Meses Epoca Baja;125.5;178.2
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);UTA;11;Meses Epoca Media;87.9;389.4
Amazonía;Río Putumayo;Puerto Leguízamo - Local;Muelle Principal (Puerto Leguízamo);UTA;12;Meses Epoca Media;87.9;389.4
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;IM;1;Meses Epoca Baja;4.1;36.3
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;IM;2;Meses Epoca Baja;4.1;36.3
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;IM;3;Meses Epoca Baja;4.1;36.3
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;IM;4;Meses Epoca Alta;4.925;209.2
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;IM;5;Meses Epoca Alta;4.925;209.2
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;IM;6;Meses Epoca Media;3.5;79.8
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;IM;7;Meses Epoca Media;3.5;79.8
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;IM;8;Meses Epoca Media;3.5;79.8
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;IM;9;Meses Epoca Baja;4.1;36.3
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;IM;10;Meses Epoca Alta;4.925;209.2
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;IM;11;Meses Epoca Media;3.5;79.8
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;IM;12;Meses Epoca Media;3.5;79.8
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;MA;1;Meses Epoca Media;3.345;238
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;MA;2;Meses Epoca Baja;2.1;56.95
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;MA;3;Meses Epoca Baja;2.1;56.95
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;MA;4;Meses Epoca Media;3.345;238
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;MA;5;Meses Epoca Media;3.345;238
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;MA;6;Meses Epoca Baja;2.1;56.95
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;MA;8;Meses Epoca Alta;173.2;176.8
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;MA;9;Meses Epoca Alta;173.2;176.8
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;UEP;1;Meses Epoca Baja;1.5;27.725
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;UEP;2;Meses Epoca Baja;1.5;27.725
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;UEP;3;Meses Epoca Baja;1.5;27.725
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;UEP;4;Meses Epoca Baja;1.5;27.725
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;UEP;5;Meses Epoca Baja;1.5;27.725
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;UEP;6;Meses Epoca Baja;1.5;27.725
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;UEP;7;Meses Epoca Alta;2.5;283.66
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;UEP;8;Meses Epoca Baja;1.5;27.725
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;UEP;9;Meses Epoca Media;1.5;44.2
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;UEP;10;Meses Epoca Media;1.5;44.2
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;UEP;11;Meses Epoca Media;1.5;44.2
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;UEP;12;Meses Epoca Media;1.5;44.2
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;UTA;5;No patrón;121.2;397.1
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;UTA;6;No patrón;121.2;397.1
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;UTA;8;No patrón;121.2;397.1
Amazonía;Río Putumayo;Puerto Leguízamo - Local;La Tagua;UTA;10;No patrón;121.2;397.1
Amazonía;Río Vaupés;Río Vaupés;Puerto de desembarco (Mitú);UEP;1;Meses Epoca Media;484.925;25.994
Amazonía;Río Vaupés;Río Vaupés;Puerto de desembarco (Mitú);UEP;2;Meses Epoca Baja;19.856;21.423
Amazonía;Río Vaupés;Río Vaupés;Puerto de desembarco (Mitú);UEP;3;Meses Epoca Baja;19.856;21.423
Amazonía;Río Vaupés;Río Vaupés;Puerto de desembarco (Mitú);UEP;4;Meses Epoca Baja;19.856;21.423
Amazonía;Río Vaupés;Río Vaupés;Puerto de desembarco (Mitú);UEP;5;Meses Epoca Baja;19.856;21.423
Amazonía;Río Vaupés;Río Vaupés;Puerto de desembarco (Mitú);UEP;6;Meses Epoca Media;484.925;25.994
Amazonía;Río Vaupés;Río Vaupés;Puerto de desembarco (Mitú);UEP;7;Meses Epoca Media;484.925;25.994
Amazonía;Río Vaupés;Río Vaupés;Puerto de desembarco (Mitú);UEP;8;Meses Epoca Media;484.925;25.994
Amazonía;Río Vaupés;Río Vaupés;Puerto de desembarco (Mitú);UEP;9;Meses Epoca Baja;19.856;21.423
Amazonía;Río Vaupés;Río Vaupés;Puerto de desembarco (Mitú);UEP;10;Meses Epoca Alta;6.605;689.456
Amazonía;Río Vaupés;Río Vaupés;Puerto de desembarco (Mitú);UEP;11;Meses Epoca Alta;6.605;689.456
Amazonía;Río Vaupés;Río Vaupés;Puerto de desembarco (Mitú);UEP;12;Meses Epoca Alta;6.605;689.456
Amazonía;Río Guaviare;Río Guaviare - Tramo Bajo;Santuario;UEP;1;Meses Epoca Alta;10.371;64.95
Amazonía;Río Guaviare;Río Guaviare - Tramo Bajo;Santuario;UEP;2;Meses Epoca Alta;10.371;64.95
Amazonía;Río Guaviare;Río Guaviare - Tramo Bajo;Santuario;UEP;3;Meses Epoca Alta;10.371;64.95
Amazonía;Río Guaviare;Río Guaviare - Tramo Bajo;Santuario;UEP;4;Meses Epoca Alta;10.371;64.95
Amazonía;Río Guaviare;Río Guaviare - Tramo Bajo;Santuario;UEP;5;Meses Epoca Media;58.745;43.25
Amazonía;Río Guaviare;Río Guaviare - Tramo Bajo;Santuario;UEP;6;Meses Epoca Baja;45.915;30
Amazonía;Río Guaviare;Río Guaviare - Tramo Bajo;Santuario;UEP;7;Meses Epoca Baja;45.915;30
Amazonía;Río Guaviare;Río Guaviare - Tramo Bajo;Santuario;UEP;8;Meses Epoca Media;58.745;43.25
Amazonía;Río Guaviare;Río Guaviare - Tramo Bajo;Santuario;UEP;9;Meses Epoca Baja;45.915;30
Amazonía;Río Guaviare;Río Guaviare - Tramo Bajo;Santuario;UEP;10;Meses Epoca Baja;45.915;30
Amazonía;Río Guaviare;Río Guaviare - Tramo Bajo;Santuario;UEP;11;Meses Epoca Baja;45.915;30
Amazonía;Río Guaviare;Río Guaviare - Tramo Bajo;Santuario;UEP;12;Meses Epoca Media;58.745;43.25
Atrato;Río Atrato;Río Atrato;Puerto Kenedy;PM;1;Meses Epoca Alta;13.993;4.582.035
Atrato;Río Atrato;Río Atrato;Puerto Kenedy;PM;2;Meses Epoca Alta;13.993;4.582.035
Atrato;Río Atrato;Río Atrato;Puerto Kenedy;PM;3;Meses Epoca Alta;13.993;4.582.035
Atrato;Río Atrato;Río Atrato;Puerto Kenedy;PM;4;Meses Epoca Alta;13.993;4.582.035
Atrato;Río Atrato;Río Atrato;Puerto Kenedy;PM;5;Meses Epoca Alta;13.993;4.582.035
Atrato;Río Atrato;Río Atrato;Puerto Kenedy;PM;6;Meses Epoca Baja;5.682;152.498
Atrato;Río Atrato;Río Atrato;Puerto Kenedy;PM;7;Meses Epoca Baja;5.682;152.498
Atrato;Río Atrato;Río Atrato;Puerto Kenedy;PM;8;Meses Epoca Baja;5.682;152.498
Atrato;Río Atrato;Río Atrato;Puerto Kenedy;PM;9;Meses Epoca Baja;5.682;152.498
Atrato;Río Atrato;Río Atrato;Puerto Kenedy;PM;10;Meses Epoca Baja;5.682;152.498
Atrato;Río Atrato;Río Atrato;Puerto Kenedy;PM;11;Meses Epoca Baja;5.682;152.498
Atrato;Río Atrato;Río Atrato;Puerto Kenedy;PM;12;Meses Epoca Baja;5.682;152.498
Atrato;Río Atrato;Río Atrato;Puerto Kenedy;UEP;4;Meses Epoca Media;17.999;194.065
Atrato;Río Atrato;Río Atrato;Puerto Kenedy;UEP;5;Meses Epoca Media;17.999;194.065
Atrato;Río Atrato;Río Atrato;Puerto Kenedy;UEP;10;Meses Epoca Baja;3.066;114.142
Atrato;Río Atrato;Río Atrato;Puerto Kenedy;UEP;11;Meses Epoca Baja;3.066;114.142
Atrato;Río Atrato;Río Atrato;Puerto Kenedy;UTA;1;Meses Epoca Alta;168.835;29.122.175
Atrato;Río Atrato;Río Atrato;Puerto Kenedy;UTA;2;Meses Epoca Alta;168.835;29.122.175
Atrato;Río Atrato;Río Atrato;Puerto Kenedy;UTA;3;Meses Epoca Media;490.475;1.556.912
Atrato;Río Atrato;Río Atrato;Puerto Kenedy;UTA;4;Meses Epoca Media;490.475;1.556.912
Atrato;Río Atrato;Río Atrato;Puerto Kenedy;UTA;5;Meses Epoca Baja;17.47;9.797.425
Atrato;Río Atrato;Río Atrato;Puerto Kenedy;UTA;6;Meses Epoca Baja;17.47;9.797.425
Atrato;Río Atrato;Río Atrato;Puerto Kenedy;UTA;7;Meses Epoca Baja;17.47;9.797.425
Atrato;Río Atrato;Río Atrato;Puerto Kenedy;UTA;8;Meses Epoca Baja;17.47;9.797.425
Atrato;Río Atrato;Río Atrato;Puerto Kenedy;UTA;9;Meses Epoca Baja;17.47;9.797.425
Atrato;Río Atrato;Río Atrato;Puerto Kenedy;UTA;10;Meses Epoca Baja;17.47;9.797.425
Atrato;Río Atrato;Río Atrato;Puerto Kenedy;UTA;11;Meses Epoca Baja;17.47;9.797.425
Atrato;Río Atrato;Río Atrato;Puerto Kenedy;UTA;12;Meses Epoca Alta;168.835;29.122.175
Atrato;Río Atrato;Río Atrato;Policía fluvial (Quibdó);PM;1;Meses Epoca Alta;12.29;915.42
Atrato;Río Atrato;Río Atrato;Policía fluvial (Quibdó);PM;2;Meses Epoca Alta;12.29;915.42
Atrato;Río Atrato;Río Atrato;Policía fluvial (Quibdó);PM;3;Meses Epoca Alta;12.29;915.42
Atrato;Río Atrato;Río Atrato;Policía fluvial (Quibdó);PM;4;Meses Epoca Alta;12.29;915.42
Atrato;Río Atrato;Río Atrato;Policía fluvial (Quibdó);PM;5;Meses Epoca Alta;12.29;915.42
Atrato;Río Atrato;Río Atrato;Policía fluvial (Quibdó);PM;6;Meses Epoca Baja;66.305;110.452
Atrato;Río Atrato;Río Atrato;Policía fluvial (Quibdó);PM;7;Meses Epoca Baja;66.305;110.452
Atrato;Río Atrato;Río Atrato;Policía fluvial (Quibdó);PM;8;Meses Epoca Baja;66.305;110.452
Atrato;Río Atrato;Río Atrato;Policía fluvial (Quibdó);PM;9;Meses Epoca Baja;66.305;110.452
Atrato;Río Atrato;Río Atrato;Policía fluvial (Quibdó);PM;10;Meses Epoca Baja;66.305;110.452
Atrato;Río Atrato;Río Atrato;Policía fluvial (Quibdó);PM;11;Meses Epoca Baja;66.305;110.452
Atrato;Río Atrato;Río Atrato;Policía fluvial (Quibdó);PM;12;Meses Epoca Baja;66.305;110.452
Atrato;Río Atrato;Río Atrato;Policía fluvial (Quibdó);UEP;2;Meses Epoca Alta;17.82;6089.28
Atrato;Río Atrato;Río Atrato;Policía fluvial (Quibdó);UEP;3;Meses Epoca Alta;17.82;6089.28
Atrato;Río Atrato;Río Atrato;Policía fluvial (Quibdó);UTA;1;Meses Epoca Alta;568.025;8.640.105
Atrato;Río Atrato;Río Atrato;Policía fluvial (Quibdó);UTA;2;Meses Epoca Alta;568.025;8.640.105
Atrato;Río Atrato;Río Atrato;Policía fluvial (Quibdó);UTA;3;Meses Epoca Media;66.27;2.715.472
Atrato;Río Atrato;Río Atrato;Policía fluvial (Quibdó);UTA;4;Meses Epoca Media;66.27;2.715.472
Atrato;Río Atrato;Río Atrato;Policía fluvial (Quibdó);UTA;5;Meses Epoca Baja;17.87;1089.89
Atrato;Río Atrato;Río Atrato;Policía fluvial (Quibdó);UTA;6;Meses Epoca Baja;17.87;1089.89
Atrato;Río Atrato;Río Atrato;Policía fluvial (Quibdó);UTA;7;Meses Epoca Baja;17.87;1089.89
Atrato;Río Atrato;Río Atrato;Policía fluvial (Quibdó);UTA;8;Meses Epoca Baja;17.87;1089.89
Atrato;Río Atrato;Río Atrato;Policía fluvial (Quibdó);UTA;9;Meses Epoca Baja;17.87;1089.89
Atrato;Río Atrato;Río Atrato;Policía fluvial (Quibdó);UTA;10;Meses Epoca Baja;17.87;1089.89
Atrato;Río Atrato;Río Atrato;Policía fluvial (Quibdó);UTA;11;Meses Epoca Baja;17.87;1089.89
Atrato;Río Atrato;Río Atrato;Policía fluvial (Quibdó);UTA;12;Meses Epoca Alta;568.025;8.640.105
Atrato;Río Atrato;Río Atrato;Tagachí;UEP;1;Meses Epoca Alta;2.27;480.72
Atrato;Río Atrato;Río Atrato;Tagachí;UEP;2;Meses Epoca Alta;2.27;480.72
Atrato;Río Atrato;Río Atrato;Tagachí;UEP;3;Meses Epoca Alta;2.27;480.72
Atrato;Río Atrato;Río Atrato;Tagachí;UEP;4;Meses Epoca Media;2.864;319.441
Atrato;Río Atrato;Río Atrato;Tagachí;UEP;5;Meses Epoca Media;2.864;319.441
Atrato;Río Atrato;Río Atrato;Tagachí;UEP;6;Meses Epoca Baja;11.095;207.275
Atrato;Río Atrato;Río Atrato;Tagachí;UEP;7;Meses Epoca Baja;11.095;207.275
Atrato;Río Atrato;Río Atrato;Tagachí;UEP;8;Meses Epoca Baja;11.095;207.275
Atrato;Río Atrato;Río Atrato;Tagachí;UEP;9;Meses Epoca Baja;11.095;207.275
Atrato;Río Atrato;Río Atrato;Tagachí;UEP;10;Meses Epoca Baja;11.095;207.275
Atrato;Río Atrato;Río Atrato;Tagachí;UEP;11;Meses Epoca Baja;11.095;207.275
Atrato;Río Atrato;Río Atrato;Tagachí;UEP;12;Meses Epoca Alta;2.27;480.72
Atrato;Río Atrato;Río Atrato;Tagachí;UTA;2;Meses Epoca Alta;22.546;8.413.554
Atrato;Río Atrato;Río Atrato;Tagachí;UTA;3;Meses Epoca Media;11.638;1.549.723
Atrato;Río Atrato;Río Atrato;Tagachí;UTA;4;Meses Epoca Media;11.638;1.549.723
Atrato;Río Atrato;Río Atrato;Tagachí;UTA;5;Meses Epoca Baja;9.316;8.984.205
Atrato;Río Atrato;Río Atrato;Tagachí;UTA;10;Meses Epoca Baja;9.316;8.984.205
Atrato;Río Atrato;Río Atrato;Riosucio;UEP;1;Meses Epoca Alta;19.248;105.279
Atrato;Río Atrato;Río Atrato;Riosucio;UEP;2;Meses Epoca Alta;19.248;105.279
Atrato;Río Atrato;Río Atrato;Riosucio;UEP;3;Meses Epoca Alta;19.248;105.279
Atrato;Río Atrato;Río Atrato;Riosucio;UEP;4;Meses Epoca Media;16.404;89.73
Atrato;Río Atrato;Río Atrato;Riosucio;UEP;5;Meses Epoca Media;16.404;89.73
Atrato;Río Atrato;Río Atrato;Riosucio;UEP;6;Meses Epoca Baja;18.252;110.232
Atrato;Río Atrato;Río Atrato;Riosucio;UEP;7;Meses Epoca Baja;18.252;110.232
Atrato;Río Atrato;Río Atrato;Riosucio;UEP;8;Meses Epoca Baja;18.252;110.232
Atrato;Río Atrato;Río Atrato;Riosucio;UEP;9;Meses Epoca Baja;18.252;110.232
