Cuenca o Litoral.x;Estrato menor;Estrato;No del sitio de desembarco;Sitio desembarco.x;Tipo de unidad.x;Mes;Epoca;Sitio_TU_Mes;Sitio_TU_Epoca;Cuenca o Litoral;Sitio desembarco.y;Tipo de unidad.y;Cuartil_inf;Cuartil_sup
Amazonía;Río Caquetá;Piedemonte - Río Caquetá;6;Cartagena del Chairá;PM;1;Meses Epoca Baja;Cartagena del Chairá_PM_1;Cartagena del Chairá_PM_Meses Epoca Baja;Amazonía;Cartagena del Chairá;PM;4,39;31,66
Amazonía;Río Caquetá;Piedemonte - Río Caquetá;6;Cartagena del Chairá;PM;2;Meses Epoca Media;Cartagena del Chairá_PM_2;Cartagena del Chairá_PM_Meses Epoca Media;Amazonía;Cartagena del Chairá;PM;3,24;59,71
Amazonía;Río Caquetá;Piedemonte - Río Caquetá;6;Cartagena del Chairá;PM;3;Meses Epoca Media;Cartagena del Chairá_PM_3;Cartagena del Chairá_PM_Meses Epoca Media;Amazonía;Cartagena del Chairá;PM;3,24;59,71
Amazonía;Río Caquetá;Piedemonte - Río Caquetá;6;Cartagena del Chairá;PM;4;Meses Epoca Media;Cartagena del Chairá_PM_4;Cartagena del Chairá_PM_Meses Epoca Media;Amazonía;Cartagena del Chairá;PM;3,24;59,71
Amazonía;Río Caquetá;Piedemonte - Río Caquetá;6;Cartagena del Chairá;PM;8;Meses Epoca Alta;Cartagena del Chairá_PM_8;Cartagena del Chairá_PM_Meses Epoca Alta;Amazonía;Cartagena del Chairá;PM;5,9;74,79
Amazonía;Río Caquetá;Piedemonte - Río Caquetá;6;Cartagena del Chairá;PM;10;Meses Epoca Media;Cartagena del Chairá_PM_10;Cartagena del Chairá_PM_Meses Epoca Media;Amazonía;Cartagena del Chairá;PM;3,24;59,71
Amazonía;Río Caquetá;Piedemonte - Río Caquetá;6;Cartagena del Chairá;PM;11;Meses Epoca Alta;Cartagena del Chairá_PM_11;Cartagena del Chairá_PM_Meses Epoca Alta;Amazonía;Cartagena del Chairá;PM;5,9;74,79
Amazonía;Río Caquetá;Piedemonte - Río Caquetá;6;Cartagena del Chairá;PM;12;Meses Epoca Alta;Cartagena del Chairá_PM_12;Cartagena del Chairá_PM_Meses Epoca Alta;Amazonía;Cartagena del Chairá;PM;5,9;74,79
Amazonía;Río Caquetá;Piedemonte - Río Caquetá;6;Cartagena del Chairá;UEP;1;Meses Epoca Baja;Cartagena del Chairá_UEP_1;Cartagena del Chairá_UEP_Meses Epoca Baja;Amazonía;Cartagena del Chairá;UEP;6,62;32,9
Amazonía;Río Caquetá;Piedemonte - Río Caquetá;6;Cartagena del Chairá;UEP;2;Meses Epoca Media;Cartagena del Chairá_UEP_2;Cartagena del Chairá_UEP_Meses Epoca Media;Amazonía;Cartagena del Chairá;UEP;4,55;69,2
Amazonía;Río Caquetá;Piedemonte - Río Caquetá;6;Cartagena del Chairá;UEP;3;Meses Epoca Media;Cartagena del Chairá_UEP_3;Cartagena del Chairá_UEP_Meses Epoca Media;Amazonía;Cartagena del Chairá;UEP;4,55;69,2
Amazonía;Río Caquetá;Piedemonte - Río Caquetá;6;Cartagena del Chairá;UEP;4;Meses Epoca Media;Cartagena del Chairá_UEP_4;Cartagena del Chairá_UEP_Meses Epoca Media;Amazonía;Cartagena del Chairá;UEP;4,55;69,2
Amazonía;Río Caquetá;Piedemonte - Río Caquetá;6;Cartagena del Chairá;UEP;5;Meses Epoca Baja;Cartagena del Chairá_UEP_5;Cartagena del Chairá_UEP_Meses Epoca Baja;Amazonía;Cartagena del Chairá;UEP;6,62;32,9
Amazonía;Río Caquetá;Piedemonte - Río Caquetá;6;Cartagena del Chairá;UEP;6;Meses Epoca Baja;Cartagena del Chairá_UEP_6;Cartagena del Chairá_UEP_Meses Epoca Baja;Amazonía;Cartagena del Chairá;UEP;6,62;32,9
Amazonía;Río Caquetá;Piedemonte - Río Caquetá;6;Cartagena del Chairá;UEP;7;Meses Epoca Media;Cartagena del Chairá_UEP_7;Cartagena del Chairá_UEP_Meses Epoca Media;Amazonía;Cartagena del Chairá;UEP;4,55;69,2
Amazonía;Río Caquetá;Piedemonte - Río Caquetá;6;Cartagena del Chairá;UEP;8;Meses Epoca Alta;Cartagena del Chairá_UEP_8;Cartagena del Chairá_UEP_Meses Epoca Alta;Amazonía;Cartagena del Chairá;UEP;8,42;29,24
Amazonía;Río Caquetá;Piedemonte - Río Caquetá;6;Cartagena del Chairá;UEP;9;Meses Epoca Alta;Cartagena del Chairá_UEP_9;Cartagena del Chairá_UEP_Meses Epoca Alta;Amazonía;Cartagena del Chairá;UEP;8,42;29,24
Amazonía;Río Caquetá;Piedemonte - Río Caquetá;6;Cartagena del Chairá;UEP;10;Meses Epoca Media;Cartagena del Chairá_UEP_10;Cartagena del Chairá_UEP_Meses Epoca Media;Amazonía;Cartagena del Chairá;UEP;4,55;69,2
Amazonía;Río Caquetá;Piedemonte - Río Caquetá;6;Cartagena del Chairá;UEP;11;Meses Epoca Media;Cartagena del Chairá_UEP_11;Cartagena del Chairá_UEP_Meses Epoca Media;Amazonía;Cartagena del Chairá;UEP;4,55;69,2
Amazonía;Río Caquetá;Piedemonte - Río Caquetá;6;Cartagena del Chairá;UEP;12;Meses Epoca Media;Cartagena del Chairá_UEP_12;Cartagena del Chairá_UEP_Meses Epoca Media;Amazonía;Cartagena del Chairá;UEP;4,55;69,2
Amazonía;Río Caquetá;Río Caquetá;13;La Pedrera;IM;6;No patrón;La Pedrera_IM_6;La Pedrera_IM_No patrón;Amazonía;La Pedrera;IM;52,4;52,4
Amazonía;Río Caquetá;Río Caquetá;13;La Pedrera;MA;1;Meses Epoca Media;La Pedrera_MA_1;La Pedrera_MA_Meses Epoca Media;Amazonía;La Pedrera;MA;16,98;115,6
Amazonía;Río Caquetá;Río Caquetá;13;La Pedrera;MA;2;Meses Epoca Alta;La Pedrera_MA_2;La Pedrera_MA_Meses Epoca Alta;Amazonía;La Pedrera;MA;24,25;182,35
Amazonía;Río Caquetá;Río Caquetá;13;La Pedrera;MA;3;Meses Epoca Media;La Pedrera_MA_3;La Pedrera_MA_Meses Epoca Media;Amazonía;La Pedrera;MA;16,98;115,6
Amazonía;Río Caquetá;Río Caquetá;13;La Pedrera;MA;4;Meses Epoca Media;La Pedrera_MA_4;La Pedrera_MA_Meses Epoca Media;Amazonía;La Pedrera;MA;16,98;115,6
Amazonía;Río Caquetá;Río Caquetá;13;La Pedrera;MA;5;Meses Epoca Baja;La Pedrera_MA_5;La Pedrera_MA_Meses Epoca Baja;Amazonía;La Pedrera;MA;16,22;106,28
Amazonía;Río Caquetá;Río Caquetá;13;La Pedrera;MA;6;Meses Epoca Alta;La Pedrera_MA_6;La Pedrera_MA_Meses Epoca Alta;Amazonía;La Pedrera;MA;24,25;182,35
Amazonía;Río Caquetá;Río Caquetá;13;La Pedrera;MA;7;Meses Epoca Media;La Pedrera_MA_7;La Pedrera_MA_Meses Epoca Media;Amazonía;La Pedrera;MA;16,98;115,6
Amazonía;Río Caquetá;Río Caquetá;13;La Pedrera;MA;8;Meses Epoca Media;La Pedrera_MA_8;La Pedrera_MA_Meses Epoca Media;Amazonía;La Pedrera;MA;16,98;115,6
Amazonía;Río Caquetá;Río Caquetá;13;La Pedrera;MA;9;Meses Epoca Media;La Pedrera_MA_9;La Pedrera_MA_Meses Epoca Media;Amazonía;La Pedrera;MA;16,98;115,6
Amazonía;Río Caquetá;Río Caquetá;13;La Pedrera;MA;10;Meses Epoca Media;La Pedrera_MA_10;La Pedrera_MA_Meses Epoca Media;Amazonía;La Pedrera;MA;16,98;115,6
Amazonía;Río Caquetá;Río Caquetá;13;La Pedrera;MA;11;Meses Epoca Baja;La Pedrera_MA_11;La Pedrera_MA_Meses Epoca Baja;Amazonía;La Pedrera;MA;16,22;106,28
Amazonía;Río Caquetá;Río Caquetá;13;La Pedrera;MA;12;Meses Epoca Baja;La Pedrera_MA_12;La Pedrera_MA_Meses Epoca Baja;Amazonía;La Pedrera;MA;16,22;106,28
Amazonía;Río Caquetá;Río Caquetá;13;La Pedrera;UEP;1;Meses Epoca Alta;La Pedrera_UEP_1;La Pedrera_UEP_Meses Epoca Alta;Amazonía;La Pedrera;UEP;20,6;221,97
Amazonía;Río Caquetá;Río Caquetá;13;La Pedrera;UEP;2;Meses Epoca Alta;La Pedrera_UEP_2;La Pedrera_UEP_Meses Epoca Alta;Amazonía;La Pedrera;UEP;20,6;221,97
Amazonía;Río Caquetá;Río Caquetá;13;La Pedrera;UEP;3;Meses Epoca Alta;La Pedrera_UEP_3;La Pedrera_UEP_Meses Epoca Alta;Amazonía;La Pedrera;UEP;20,6;221,97
Amazonía;Río Caquetá;Río Caquetá;13;La Pedrera;UEP;4;Meses Epoca Baja;La Pedrera_UEP_4;La Pedrera_UEP_Meses Epoca Baja;Amazonía;La Pedrera;UEP;18,3;145,7
Amazonía;Río Caquetá;Río Caquetá;13;La Pedrera;UEP;5;Meses Epoca Baja;La Pedrera_UEP_5;La Pedrera_UEP_Meses Epoca Baja;Amazonía;La Pedrera;UEP;18,3;145,7
Amazonía;Río Caquetá;Río Caquetá;13;La Pedrera;UEP;6;Meses Epoca Media;La Pedrera_UEP_6;La Pedrera_UEP_Meses Epoca Media;Amazonía;La Pedrera;UEP;20,74;176,32
Amazonía;Río Caquetá;Río Caquetá;13;La Pedrera;UEP;7;Meses Epoca Baja;La Pedrera_UEP_7;La Pedrera_UEP_Meses Epoca Baja;Amazonía;La Pedrera;UEP;18,3;145,7
Amazonía;Río Caquetá;Río Caquetá;13;La Pedrera;UEP;8;Meses Epoca Baja;La Pedrera_UEP_8;La Pedrera_UEP_Meses Epoca Baja;Amazonía;La Pedrera;UEP;18,3;145,7
Amazonía;Río Caquetá;Río Caquetá;13;La Pedrera;UEP;9;Meses Epoca Baja;La Pedrera_UEP_9;La Pedrera_UEP_Meses Epoca Baja;Amazonía;La Pedrera;UEP;18,3;145,7
Amazonía;Río Caquetá;Río Caquetá;13;La Pedrera;UEP;10;Meses Epoca Media;La Pedrera_UEP_10;La Pedrera_UEP_Meses Epoca Media;Amazonía;La Pedrera;UEP;20,74;176,32
Amazonía;Río Caquetá;Río Caquetá;13;La Pedrera;UEP;11;Meses Epoca Alta;La Pedrera_UEP_11;La Pedrera_UEP_Meses Epoca Alta;Amazonía;La Pedrera;UEP;20,6;221,97
Amazonía;Río Caquetá;Río Caquetá;13;La Pedrera;UEP;12;Meses Epoca Baja;La Pedrera_UEP_12;La Pedrera_UEP_Meses Epoca Baja;Amazonía;La Pedrera;UEP;18,3;145,7
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;IM;1;Meses Epoca Media;Muelle Hong Kong_IM_1;Muelle Hong Kong_IM_Meses Epoca Media;Amazonía;Muelle Hong Kong;IM;4;69,65
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;IM;2;Meses Epoca Baja;Muelle Hong Kong_IM_2;Muelle Hong Kong_IM_Meses Epoca Baja;Amazonía;Muelle Hong Kong;IM;3,54;42,6
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;IM;3;Meses Epoca Media;Muelle Hong Kong_IM_3;Muelle Hong Kong_IM_Meses Epoca Media;Amazonía;Muelle Hong Kong;IM;4;69,65
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;IM;4;Meses Epoca Media;Muelle Hong Kong_IM_4;Muelle Hong Kong_IM_Meses Epoca Media;Amazonía;Muelle Hong Kong;IM;4;69,65
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;IM;5;Meses Epoca Media;Muelle Hong Kong_IM_5;Muelle Hong Kong_IM_Meses Epoca Media;Amazonía;Muelle Hong Kong;IM;4;69,65
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;IM;6;Meses Epoca Media;Muelle Hong Kong_IM_6;Muelle Hong Kong_IM_Meses Epoca Media;Amazonía;Muelle Hong Kong;IM;4;69,65
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;IM;7;Meses Epoca Baja;Muelle Hong Kong_IM_7;Muelle Hong Kong_IM_Meses Epoca Baja;Amazonía;Muelle Hong Kong;IM;3,54;42,6
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;IM;8;Meses Epoca Media;Muelle Hong Kong_IM_8;Muelle Hong Kong_IM_Meses Epoca Media;Amazonía;Muelle Hong Kong;IM;4;69,65
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;IM;9;Meses Epoca Alta;Muelle Hong Kong_IM_9;Muelle Hong Kong_IM_Meses Epoca Alta;Amazonía;Muelle Hong Kong;IM;6,5;113,2
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;IM;10;Meses Epoca Alta;Muelle Hong Kong_IM_10;Muelle Hong Kong_IM_Meses Epoca Alta;Amazonía;Muelle Hong Kong;IM;6,5;113,2
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;IM;11;Meses Epoca Alta;Muelle Hong Kong_IM_11;Muelle Hong Kong_IM_Meses Epoca Alta;Amazonía;Muelle Hong Kong;IM;6,5;113,2
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;IM;12;Meses Epoca Alta;Muelle Hong Kong_IM_12;Muelle Hong Kong_IM_Meses Epoca Alta;Amazonía;Muelle Hong Kong;IM;6,5;113,2
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;MA;1;Meses Epoca Media;Muelle Hong Kong_MA_1;Muelle Hong Kong_MA_Meses Epoca Media;Amazonía;Muelle Hong Kong;MA;10,16;613
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;MA;2;Meses Epoca Media;Muelle Hong Kong_MA_2;Muelle Hong Kong_MA_Meses Epoca Media;Amazonía;Muelle Hong Kong;MA;10,16;613
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;MA;3;Meses Epoca Media;Muelle Hong Kong_MA_3;Muelle Hong Kong_MA_Meses Epoca Media;Amazonía;Muelle Hong Kong;MA;10,16;613
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;MA;4;Meses Epoca Alta;Muelle Hong Kong_MA_4;Muelle Hong Kong_MA_Meses Epoca Alta;Amazonía;Muelle Hong Kong;MA;15,4;2042
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;MA;5;Meses Epoca Baja;Muelle Hong Kong_MA_5;Muelle Hong Kong_MA_Meses Epoca Baja;Amazonía;Muelle Hong Kong;MA;11,21;241,55
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;MA;6;Meses Epoca Baja;Muelle Hong Kong_MA_6;Muelle Hong Kong_MA_Meses Epoca Baja;Amazonía;Muelle Hong Kong;MA;11,21;241,55
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;MA;7;Meses Epoca Baja;Muelle Hong Kong_MA_7;Muelle Hong Kong_MA_Meses Epoca Baja;Amazonía;Muelle Hong Kong;MA;11,21;241,55
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;MA;8;Meses Epoca Alta;Muelle Hong Kong_MA_8;Muelle Hong Kong_MA_Meses Epoca Alta;Amazonía;Muelle Hong Kong;MA;15,4;2042
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;MA;9;Meses Epoca Alta;Muelle Hong Kong_MA_9;Muelle Hong Kong_MA_Meses Epoca Alta;Amazonía;Muelle Hong Kong;MA;15,4;2042
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;MA;10;Meses Epoca Baja;Muelle Hong Kong_MA_10;Muelle Hong Kong_MA_Meses Epoca Baja;Amazonía;Muelle Hong Kong;MA;11,21;241,55
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;MA;11;Meses Epoca Media;Muelle Hong Kong_MA_11;Muelle Hong Kong_MA_Meses Epoca Media;Amazonía;Muelle Hong Kong;MA;10,16;613
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;MA;12;Meses Epoca Media;Muelle Hong Kong_MA_12;Muelle Hong Kong_MA_Meses Epoca Media;Amazonía;Muelle Hong Kong;MA;10,16;613
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;UEP;1;Meses Epoca Media;Muelle Hong Kong_UEP_1;Muelle Hong Kong_UEP_Meses Epoca Media;Amazonía;Muelle Hong Kong;UEP;3;36,3
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;UEP;2;Meses Epoca Media;Muelle Hong Kong_UEP_2;Muelle Hong Kong_UEP_Meses Epoca Media;Amazonía;Muelle Hong Kong;UEP;3;36,3
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;UEP;3;Meses Epoca Alta;Muelle Hong Kong_UEP_3;Muelle Hong Kong_UEP_Meses Epoca Alta;Amazonía;Muelle Hong Kong;UEP;3,66;54,2
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;UEP;4;Meses Epoca Media;Muelle Hong Kong_UEP_4;Muelle Hong Kong_UEP_Meses Epoca Media;Amazonía;Muelle Hong Kong;UEP;3;36,3
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;UEP;5;Meses Epoca Media;Muelle Hong Kong_UEP_5;Muelle Hong Kong_UEP_Meses Epoca Media;Amazonía;Muelle Hong Kong;UEP;3;36,3
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;UEP;6;Meses Epoca Media;Muelle Hong Kong_UEP_6;Muelle Hong Kong_UEP_Meses Epoca Media;Amazonía;Muelle Hong Kong;UEP;3;36,3
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;UEP;7;Meses Epoca Baja;Muelle Hong Kong_UEP_7;Muelle Hong Kong_UEP_Meses Epoca Baja;Amazonía;Muelle Hong Kong;UEP;3,5;34,77
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;UEP;8;Meses Epoca Alta;Muelle Hong Kong_UEP_8;Muelle Hong Kong_UEP_Meses Epoca Alta;Amazonía;Muelle Hong Kong;UEP;3,66;54,2
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;UEP;9;Meses Epoca Alta;Muelle Hong Kong_UEP_9;Muelle Hong Kong_UEP_Meses Epoca Alta;Amazonía;Muelle Hong Kong;UEP;3,66;54,2
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;UEP;10;Meses Epoca Media;Muelle Hong Kong_UEP_10;Muelle Hong Kong_UEP_Meses Epoca Media;Amazonía;Muelle Hong Kong;UEP;3;36,3
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;UEP;11;Meses Epoca Media;Muelle Hong Kong_UEP_11;Muelle Hong Kong_UEP_Meses Epoca Media;Amazonía;Muelle Hong Kong;UEP;3;36,3
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;UEP;12;Meses Epoca Media;Muelle Hong Kong_UEP_12;Muelle Hong Kong_UEP_Meses Epoca Media;Amazonía;Muelle Hong Kong;UEP;3;36,3
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;UTA;2;Meses Epoca Baja;Muelle Hong Kong_UTA_2;Muelle Hong Kong_UTA_Meses Epoca Baja;Amazonía;Muelle Hong Kong;UTA;274,1;4635,5
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;UTA;3;Meses Epoca Baja;Muelle Hong Kong_UTA_3;Muelle Hong Kong_UTA_Meses Epoca Baja;Amazonía;Muelle Hong Kong;UTA;274,1;4635,5
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;UTA;4;Meses Epoca Media;Muelle Hong Kong_UTA_4;Muelle Hong Kong_UTA_Meses Epoca Media;Amazonía;Muelle Hong Kong;UTA;669,98;7108
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;UTA;8;Meses Epoca Media;Muelle Hong Kong_UTA_8;Muelle Hong Kong_UTA_Meses Epoca Media;Amazonía;Muelle Hong Kong;UTA;669,98;7108
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;UTA;9;Meses Epoca Alta;Muelle Hong Kong_UTA_9;Muelle Hong Kong_UTA_Meses Epoca Alta;Amazonía;Muelle Hong Kong;UTA;1510;13779
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;UTA;10;Meses Epoca Media;Muelle Hong Kong_UTA_10;Muelle Hong Kong_UTA_Meses Epoca Media;Amazonía;Muelle Hong Kong;UTA;669,98;7108
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;UTA;11;Meses Epoca Alta;Muelle Hong Kong_UTA_11;Muelle Hong Kong_UTA_Meses Epoca Alta;Amazonía;Muelle Hong Kong;UTA;1510;13779
Amazonía;Río Putumayo;Puerto Asís;10;Muelle Hong Kong;UTA;12;Meses Epoca Media;Muelle Hong Kong_UTA_12;Muelle Hong Kong_UTA_Meses Epoca Media;Amazonía;Muelle Hong Kong;UTA;669,98;7108
Amazonía;Río Putumayo;Puerto Asís;11;Río San Miguel;IM;1;Meses Epoca Baja;Río San Miguel_IM_1;Río San Miguel_IM_Meses Epoca Baja;Amazonía;Río San Miguel;IM;5;6,42
Amazonía;Río Putumayo;Puerto Asís;11;Río San Miguel;IM;2;Meses Epoca Alta;Río San Miguel_IM_2;Río San Miguel_IM_Meses Epoca Alta;Amazonía;Río San Miguel;IM;9,25;36,4
Amazonía;Río Putumayo;Puerto Asís;11;Río San Miguel;IM;3;Meses Epoca Alta;Río San Miguel_IM_3;Río San Miguel_IM_Meses Epoca Alta;Amazonía;Río San Miguel;IM;9,25;36,4
Amazonía;Río Putumayo;Puerto Asís;11;Río San Miguel;IM;4;Meses Epoca Alta;Río San Miguel_IM_4;Río San Miguel_IM_Meses Epoca Alta;Amazonía;Río San Miguel;IM;9,25;36,4
Amazonía;Río Putumayo;Puerto Asís;11;Río San Miguel;IM;5;Meses Epoca Media;Río San Miguel_IM_5;Río San Miguel_IM_Meses Epoca Media;Amazonía;Río San Miguel;IM;6,99;26,1
Amazonía;Río Putumayo;Puerto Asís;11;Río San Miguel;IM;7;Meses Epoca Media;Río San Miguel_IM_7;Río San Miguel_IM_Meses Epoca Media;Amazonía;Río San Miguel;IM;6,99;26,1
Amazonía;Río Putumayo;Puerto Asís;11;Río San Miguel;IM;9;Meses Epoca Baja;Río San Miguel_IM_9;Río San Miguel_IM_Meses Epoca Baja;Amazonía;Río San Miguel;IM;5;6,42
Amazonía;Río Putumayo;Puerto Asís;11;Río San Miguel;IM;10;Meses Epoca Media;Río San Miguel_IM_10;Río San Miguel_IM_Meses Epoca Media;Amazonía;Río San Miguel;IM;6,99;26,1
Amazonía;Río Putumayo;Puerto Asís;11;Río San Miguel;IM;11;Meses Epoca Baja;Río San Miguel_IM_11;Río San Miguel_IM_Meses Epoca Baja;Amazonía;Río San Miguel;IM;5;6,42
Amazonía;Río Putumayo;Puerto Asís;11;Río San Miguel;IM;12;Meses Epoca Media;Río San Miguel_IM_12;Río San Miguel_IM_Meses Epoca Media;Amazonía;Río San Miguel;IM;6,99;26,1
Amazonía;Río Putumayo;Puerto Asís;11;Río San Miguel;UEP;1;Meses Epoca Media;Río San Miguel_UEP_1;Río San Miguel_UEP_Meses Epoca Media;Amazonía;Río San Miguel;UEP;0,85;33,11
Amazonía;Río Putumayo;Puerto Asís;11;Río San Miguel;UEP;2;Meses Epoca Media;Río San Miguel_UEP_2;Río San Miguel_UEP_Meses Epoca Media;Amazonía;Río San Miguel;UEP;0,85;33,11
Amazonía;Río Putumayo;Puerto Asís;11;Río San Miguel;UEP;3;Meses Epoca Media;Río San Miguel_UEP_3;Río San Miguel_UEP_Meses Epoca Media;Amazonía;Río San Miguel;UEP;0,85;33,11
Amazonía;Río Putumayo;Puerto Asís;11;Río San Miguel;UEP;4;Meses Epoca Alta;Río San Miguel_UEP_4;Río San Miguel_UEP_Meses Epoca Alta;Amazonía;Río San Miguel;UEP;1,06;48,63
Amazonía;Río Putumayo;Puerto Asís;11;Río San Miguel;UEP;5;Meses Epoca Media;Río San Miguel_UEP_5;Río San Miguel_UEP_Meses Epoca Media;Amazonía;Río San Miguel;UEP;0,85;33,11
Amazonía;Río Putumayo;Puerto Asís;11;Río San Miguel;UEP;6;Meses Epoca Media;Río San Miguel_UEP_6;Río San Miguel_UEP_Meses Epoca Media;Amazonía;Río San Miguel;UEP;0,85;33,11
Amazonía;Río Putumayo;Puerto Asís;11;Río San Miguel;UEP;7;Meses Epoca Media;Río San Miguel_UEP_7;Río San Miguel_UEP_Meses Epoca Media;Amazonía;Río San Miguel;UEP;0,85;33,11
Amazonía;Río Putumayo;Puerto Asís;11;Río San Miguel;UEP;8;Meses Epoca Media;Río San Miguel_UEP_8;Río San Miguel_UEP_Meses Epoca Media;Amazonía;Río San Miguel;UEP;0,85;33,11
Amazonía;Río Putumayo;Puerto Asís;11;Río San Miguel;UEP;9;Meses Epoca Baja;Río San Miguel_UEP_9;Río San Miguel_UEP_Meses Epoca Baja;Amazonía;Río San Miguel;UEP;0,33;27,4
Amazonía;Río Putumayo;Puerto Asís;11;Río San Miguel;UEP;10;Meses Epoca Media;Río San Miguel_UEP_10;Río San Miguel_UEP_Meses Epoca Media;Amazonía;Río San Miguel;UEP;0,85;33,11
Amazonía;Río Putumayo;Puerto Asís;11;Río San Miguel;UEP;11;Meses Epoca Media;Río San Miguel_UEP_11;Río San Miguel_UEP_Meses Epoca Media;Amazonía;Río San Miguel;UEP;0,85;33,11
Amazonía;Río Putumayo;Puerto Asís;11;Río San Miguel;UEP;12;Meses Epoca Alta;Río San Miguel_UEP_12;Río San Miguel_UEP_Meses Epoca Alta;Amazonía;Río San Miguel;UEP;1,06;48,63
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;3;Puerto Arango;MA;1;Meses Epoca Alta;Puerto Arango_MA_1;Puerto Arango_MA_Meses Epoca Alta;Amazonía;Puerto Arango;MA;218,6;1385,2
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;3;Puerto Arango;MA;2;Meses Epoca Media;Puerto Arango_MA_2;Puerto Arango_MA_Meses Epoca Media;Amazonía;Puerto Arango;MA;82,94;879,5
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;3;Puerto Arango;MA;3;Meses Epoca Baja;Puerto Arango_MA_3;Puerto Arango_MA_Meses Epoca Baja;Amazonía;Puerto Arango;MA;100,08;446,72
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;3;Puerto Arango;MA;4;Meses Epoca Media;Puerto Arango_MA_4;Puerto Arango_MA_Meses Epoca Media;Amazonía;Puerto Arango;MA;82,94;879,5
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;3;Puerto Arango;MA;5;Meses Epoca Media;Puerto Arango_MA_5;Puerto Arango_MA_Meses Epoca Media;Amazonía;Puerto Arango;MA;82,94;879,5
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;3;Puerto Arango;MA;6;Meses Epoca Baja;Puerto Arango_MA_6;Puerto Arango_MA_Meses Epoca Baja;Amazonía;Puerto Arango;MA;100,08;446,72
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;3;Puerto Arango;MA;7;Meses Epoca Baja;Puerto Arango_MA_7;Puerto Arango_MA_Meses Epoca Baja;Amazonía;Puerto Arango;MA;100,08;446,72
Amazonía;Río Putumayo;Puerto Leguízamo - Bodegas;3;Puerto Arango;MA;8;Meses Epoca Media;Puerto Arango_MA_8;Puerto Arango_MA_Meses Epoca Media;Amazonía;Puerto Arango;MA;82,94;879,5
